Gene	sgRNA	WT|beta	WT|z	WT|p-value	WT|fdr	WT|wald-p-value	WT|wald-fdr
CLPS	4	0.054506	0.37105	0.56951	0.9579	0.7106	0.84761
NOXO1	4	-0.16105	-1.0914	0.51173	0.94526	0.27509	0.6179
TRAF2	4	-0.51794	-1.7181	0.058174	0.49851	0.085779	0.58307
CCNB2	4	0.054613	0.44318	0.56906	0.9579	0.65764	0.81305
SMU1	4	-1.7421	-3.4072	0	0	0.00065633	0.33562
CCR1	4	0.1443	1.1008	0.22772	0.81004	0.27099	0.61579
KANSL2	4	-1.1515	-3.1111	0.00059666	0.033803	0.001864	0.36927
MUC15	4	-0.13016	-1.4574	0.61013	0.96338	0.14501	0.58307
MUC7	4	0.047598	0.4044	0.60123	0.96295	0.68592	0.83188
OR10G2	4	0.004587	0.045865	0.81235	0.98434	0.96342	0.98142
EXOG	4	0.071467	0.50964	0.49199	0.9383	0.61031	0.78356
WDR43	4	-0.5765	-1.4592	0.03923	0.41307	0.14451	0.58307
ANKS1A	4	-0.05552	-0.65	0.9023	0.99113	0.51569	0.74753
TNFSF10	4	0.099671	1.6252	0.37764	0.89818	0.10411	0.58307
AGR3	4	0.032615	0.33595	0.67432	0.96889	0.73691	0.86292
ANKS6	4	0.066975	1.0355	0.51134	0.94505	0.30041	0.63146
ARHGEF35	4	-0.47833	-2.2444	0.074781	0.554	0.024809	0.58307
PPP1R3B	4	0.1998	1.2995	0.10461	0.64185	0.19377	0.58512
NDUFS8	4	-0.45761	-1.6487	0.085521	0.58484	0.099204	0.58307
TCF12	4	0.3352	1.5557	0.0081543	0.17391	0.11978	0.58307
SPINK6	4	0.016799	0.1786	0.75288	0.98228	0.85825	0.92908
FAM134C	4	-0.33196	-1.8675	0.18477	0.76461	0.061839	0.58307
DUXA	4	0.0027779	0.04039	0.82279	0.98511	0.96778	0.9841
DOC2B	4	0.071518	1.3601	0.4919	0.9383	0.17379	0.58307
ENPP4	4	0.012526	0.107	0.77441	0.98334	0.91479	0.95814
PGLYRP4	4	0.10229	0.68588	0.36844	0.89408	0.49279	0.74686
ALDH3B1	4	0.20511	1.061	0.096062	0.62154	0.28867	0.62684
WDR18	4	-1.2141	-3.1058	0.00044749	0.031579	0.0018976	0.36927
C8orf59	4	0.27976	1.4588	0.025408	0.32989	0.14463	0.58307
RB1CC1	4	-0.064915	-1.4604	0.86133	0.99006	0.14417	0.58307
CHORDC1	4	-0.65848	-1.9607	0.022027	0.30636	0.049919	0.58307
CEP104	4	-0.04187	-0.48031	0.96524	0.99611	0.63101	0.7973
HOXC8	4	-0.0098237	-0.084275	0.88191	0.99062	0.93284	0.96756
MC3R	4	0.035997	0.60502	0.65792	0.96803	0.54517	0.75087
FHDC1	4	0.053114	0.60495	0.57588	0.95989	0.54521	0.75087
BPY2B	4	0.1074	0.97336	0.3484	0.8851	0.33037	0.65206
SARM1	4	-0.40267	-1.8721	0.12033	0.67825	0.061191	0.58307
C20orf194	4	-0.15934	-1.1217	0.5172	0.94753	0.262	0.60943
SENP2	4	0.079884	0.47726	0.45585	0.92891	0.63317	0.7984
GDPD4	4	-0.047338	-0.56084	0.94133	0.9945	0.57491	0.76351
ORMDL2	4	-0.040245	-0.94661	0.97305	0.9972	0.34384	0.66248
OCRL	4	-0.079859	-0.52551	0.79738	0.98347	0.59923	0.77702
C6orf62	4	-0.07717	-0.43772	0.80832	0.98434	0.66159	0.81492
CYBB	4	-0.053874	-0.63005	0.90971	0.99246	0.52866	0.74753
SKA3	4	-0.36368	-1.4478	0.1518	0.7257	0.14767	0.58307
DZANK1	4	-0.039749	-0.95317	0.97559	0.99781	0.3405	0.65996
GDNF-AS1	4	0.10595	1.4887	0.35387	0.88748	0.13657	0.58307
ETS2	4	0.15758	1.1709	0.19138	0.77174	0.24165	0.60125
AVPR1A	4	0.22221	1.4507	0.071897	0.54358	0.14687	0.58307
BZRAP1	4	-0.022484	-0.13346	0.94252	0.9945	0.89383	0.94764
TCN1	4	-0.17731	-1.1273	0.46728	0.93231	0.2596	0.60884
RND3	4	0.050693	1.4284	0.58652	0.96091	0.15318	0.58307
PRAC2	4	-0.037228	-0.092636	0.98677	0.99854	0.92619	0.96404
CCDC86	4	-0.60557	-1.9387	0.031971	0.37033	0.052537	0.58307
ADGRA1	4	0.093373	0.57357	0.40145	0.90757	0.56626	0.75877
CCT4	4	-1.8274	-3.8762	0	0	0.00010612	0.19403
MPL	4	-0.1191	-1.8366	0.64772	0.96596	0.066273	0.58307
RAB29	4	0.046311	0.47451	0.60695	0.96315	0.63514	0.79936
BRD9	4	0.16317	0.92504	0.17895	0.75901	0.35495	0.67055
CARTPT	4	0.032891	0.49018	0.67273	0.9688	0.62401	0.7923
LDAH	4	0.029029	0.36073	0.69118	0.97224	0.7183	0.85266
ATP2B3	4	-0.13253	-0.6245	0.60153	0.96295	0.5323	0.7481
CORO1B	4	0.067209	0.423	0.51019	0.94442	0.6723	0.82231
SH3BGRL3	4	0.0033811	0.038963	0.81891	0.98477	0.96892	0.98464
SLC27A3	4	0.0030415	0.15868	0.82125	0.98511	0.87392	0.93776
RAPGEFL1	4	-0.26459	-1.6945	0.27879	0.8481	0.090173	0.58307
FAM84A	4	0.13457	1.3837	0.25607	0.83038	0.16646	0.58307
RAC3	4	-0.022729	-0.4068	0.94372	0.9945	0.68415	0.83075
IFIH1	4	0.050957	0.91095	0.58562	0.96086	0.36232	0.67522
P2RY10	4	0.065503	0.29228	0.5187	0.94845	0.77008	0.88204
HMSD	4	-0.088656	-0.45632	0.76298	0.9827	0.64816	0.80747
GK2	4	0.1498	0.74565	0.21281	0.79836	0.45588	0.73365
OR10J3	4	0.22402	1.151	0.069909	0.53837	0.24974	0.60412
ASMTL	4	0.34028	1.4181	0.006613	0.14877	0.15617	0.58307
OR10A5	4	0.10018	1.0935	0.3754	0.89755	0.27415	0.61723
SARAF	4	0.11401	1.3683	0.32364	0.8744	0.17122	0.58307
PHF6	4	-0.051024	-1.2338	0.92393	0.99381	0.21727	0.58948
RNF182	4	-0.14103	-1.0111	0.57309	0.95874	0.31199	0.63964
DCUN1D2	4	-0.18611	-1.6592	0.44585	0.92805	0.097084	0.58307
GSX2	4	0.077935	0.88157	0.4649	0.93231	0.37801	0.68495
TIAL1	4	-0.50402	-1.7474	0.063743	0.51797	0.080561	0.58307
DIS3L2	4	0.19311	1.3155	0.11665	0.67067	0.18833	0.58382
SPCS3	4	-0.37288	-1.693	0.14325	0.71088	0.090463	0.58307
FAM69B	4	-0.16855	-1.5838	0.4913	0.9383	0.11325	0.58307
UBE2E1	4	-0.17248	-1.4311	0.47986	0.93509	0.1524	0.58307
TMEM110-MUSTN1	4	0.058655	0.61186	0.55032	0.956	0.54063	0.7494
OR4F16	4	-0.62553	-1.7835	0.027546	0.3441	0.074499	0.58307
SLC9A7	4	-0.075799	-0.63628	0.81404	0.98464	0.52459	0.74753
BEAN1	4	0.11932	1.1076	0.30564	0.86201	0.26802	0.61401
IFI44L	4	-0.16756	-1.62	0.49463	0.93877	0.10523	0.58307
CBY3	4	0.016638	0.16287	0.75353	0.98228	0.87062	0.93556
NDUFV1	4	-0.76622	-2.3138	0.010093	0.19961	0.020681	0.58307
XKR8	4	-0.04469	-0.4213	0.95232	0.9959	0.67353	0.82332
TWISTNB	4	-0.93558	-2.5601	0.0025358	0.08147	0.010463	0.52502
ATN1	4	-0.20246	-1.1307	0.40269	0.9078	0.25818	0.60806
GAS8	4	0.10613	0.79142	0.35342	0.88748	0.4287	0.71611
TCEAL4	4	0.035579	0.15555	0.65981	0.96804	0.87639	0.93865
CNBD1	4	-0.031514	-0.34246	0.98677	0.99854	0.732	0.85911
IFT20	4	0.18027	1.6437	0.14186	0.70917	0.10025	0.58307
KIAA1324L	4	0.11976	1.3784	0.30415	0.86181	0.16809	0.58307
SLC37A4	4	-0.049974	-0.47733	0.9286	0.99381	0.63313	0.79839
PPP1R15B	4	-0.10174	-0.85524	0.71176	0.97707	0.39242	0.69452
PSKH2	4	0.27595	1.4546	0.027247	0.34379	0.14579	0.58307
ANXA2	4	-0.24189	-1.9327	0.32026	0.87194	0.053274	0.58307
METAP2	4	-0.70985	-2.2152	0.014966	0.25062	0.026744	0.58307
RPL3	4	-1.4235	-2.5301	4.9722e-05	0.0063291	0.011402	0.52717
AGAP3	4	-0.049561	-0.2861	0.93054	0.99381	0.7748	0.88483
PWWP2A	4	0.19106	1.344	0.12043	0.67852	0.17893	0.58307
PIGT	4	0.070873	1.1285	0.49448	0.93877	0.25911	0.60865
APOL6	4	-0.0057976	-0.035822	0.86317	0.99062	0.97142	0.98553
ESYT3	4	0.14336	0.73878	0.22986	0.81219	0.46004	0.73556
FAM185A	4	-0.30742	-1.3736	0.21534	0.80115	0.16956	0.58307
EIF3F	4	-0.91754	-1.7812	0.0031325	0.096183	0.074872	0.58307
PPIAL4F	4	-0.60244	-1.2519	0.032717	0.37386	0.21059	0.58595
TESK1	4	-0.00424	-0.13048	0.85665	0.98974	0.89618	0.94883
HIST1H4K	4	-0.43818	-1.9104	0.09651	0.62251	0.056082	0.58307
ANXA6	4	0.17861	1.4064	0.14504	0.71425	0.15962	0.58307
RBMS1	4	-0.14886	-1.4133	0.54908	0.95577	0.15757	0.58307
ACTA1	4	0.1143	0.81472	0.3223	0.87278	0.41523	0.70801
ZNRF1	4	0.12438	1.5616	0.28928	0.85433	0.11838	0.58307
MMP1	4	0.062416	0.76379	0.53222	0.94997	0.44499	0.72702
DNAJC25	4	0.23878	1.6265	0.054743	0.48332	0.10384	0.58307
ASCC2	4	-0.0074007	-0.13643	0.87087	0.99062	0.89148	0.94637
KLHL31	4	0.18475	1.2478	0.13251	0.69589	0.21209	0.58625
OR13A1	4	-0.19376	-1.2803	0.42562	0.91661	0.20043	0.58558
FBXO6	4	-0.33036	-1.1249	0.1868	0.76642	0.26064	0.60932
ETV4	4	-0.21315	-1.7654	0.37982	0.89881	0.077495	0.58307
CASR	4	-0.083715	-0.62465	0.78292	0.98347	0.5322	0.7481
OLR1	4	-0.090288	-0.81506	0.75651	0.98228	0.41504	0.70801
TMEM145	4	-0.12737	-0.96899	0.61878	0.96355	0.33255	0.653
CKAP2	4	0.059429	0.48431	0.54644	0.95489	0.62817	0.79517
AAMP	4	-0.26879	-1.2798	0.27133	0.84356	0.20062	0.58558
TM2D1	4	-0.0286	-0.308	0.9735	0.9972	0.75808	0.87503
METRN	4	0.062026	0.90736	0.53386	0.95034	0.36422	0.67635
PGLYRP2	4	-0.050968	-1.5497	0.92403	0.99381	0.12121	0.58307
ANK1	4	-0.087639	-1.1204	0.76681	0.9827	0.26254	0.60979
HAVCR1	4	0.14692	1.5136	0.22037	0.80363	0.13014	0.58307
BICD2	4	0.19356	1.1595	0.1159	0.66886	0.24627	0.6023
TBX20	4	-0.045278	-0.65101	0.94978	0.99568	0.51504	0.74753
ST8SIA3	4	-0.14519	-1.4643	0.56011	0.95665	0.14312	0.58307
HELT	4	0.10777	1.3747	0.34731	0.8851	0.16923	0.58307
CACNA1E	4	0.05821	0.94453	0.55241	0.95665	0.3449	0.66372
CCDC23	4	0.017371	0.17166	0.75035	0.98173	0.8637	0.93191
CFHR3	4	-0.03544	-0.53609	0.99498	0.9989	0.59189	0.77265
PTH1R	4	0.17331	1.448	0.15623	0.7336	0.14763	0.58307
PSMD2	4	-0.6856	-2.1808	0.017949	0.27473	0.029195	0.58307
UBAC2	4	0.14232	1.5178	0.233	0.81484	0.12907	0.58307
LOX	4	0.033179	0.56753	0.67129	0.9688	0.57035	0.7616
ZSCAN10	4	-0.096899	-0.89399	0.73155	0.98072	0.37133	0.68132
GTSE1	4	-0.1667	-1.8434	0.49652	0.94025	0.065265	0.58307
CROCC	4	-0.22435	-1.5499	0.35601	0.88748	0.12116	0.58307
XPO4	4	-0.26281	-2.1138	0.28172	0.84874	0.034534	0.58307
RPL39L	4	0.058863	0.60432	0.54932	0.95588	0.54563	0.75105
MTG2	4	-0.32886	-1.4489	0.18849	0.76785	0.14736	0.58307
ELOF1	4	-0.39491	-1.2314	0.12659	0.68979	0.21817	0.58999
OR5H15	4	0.12951	1.3616	0.27247	0.84386	0.17332	0.58307
AGR2	4	0.044219	0.39428	0.61699	0.96355	0.69337	0.83649
ABCB9	4	-0.050247	-0.76658	0.92741	0.99381	0.44333	0.72561
COL9A1	4	0.15799	1.1929	0.19028	0.77027	0.23292	0.5974
FBF1	4	-0.12097	-0.70749	0.64096	0.96439	0.47926	0.74523
GRAMD4	4	0.011515	0.086572	0.77963	0.98347	0.93101	0.96664
HIST1H2BB	4	0.18133	1.245	0.13937	0.7064	0.21315	0.58701
ZNF177	4	0.10604	0.93766	0.35362	0.88748	0.34842	0.6663
USP35	4	-0.010221	-0.09297	0.8838	0.99062	0.92593	0.96404
TRIM43	4	-0.65232	-2.066	0.022971	0.31322	0.038828	0.58307
C10orf54	4	0.22201	1.3943	0.072345	0.54454	0.16324	0.58307
UPRT	4	0.22172	1.2807	0.072544	0.54478	0.20028	0.58558
ZNF256	4	0.053281	0.53649	0.57493	0.95988	0.59162	0.77261
KLC1	4	0.029711	0.26818	0.68825	0.97178	0.78856	0.89309
PMF1	4	-1.0066	-1.8383	0.0014419	0.055449	0.066015	0.58307
HNF4G	4	0.17025	1.5024	0.16289	0.7437	0.133	0.58307
PRPF31	4	-0.57087	-1.9676	0.040672	0.41799	0.049115	0.58307
LDHB	4	-0.085166	-0.88256	0.7773	0.98347	0.37748	0.68475
SPAG6	4	0.25917	1.4018	0.038037	0.40605	0.16096	0.58307
TRNAU1AP	4	-0.44712	-1.9324	0.091189	0.60528	0.053306	0.58307
KCTD2	4	-0.091139	-0.73556	0.75348	0.98228	0.462	0.73653
DET1	4	-0.24142	-1.631	0.32135	0.87244	0.10288	0.58307
BCKDK	4	-0.068896	-0.67172	0.84457	0.98923	0.50176	0.74686
RNASEH2A	4	-0.26262	-1.0158	0.28202	0.84874	0.30972	0.63782
GIP	4	-0.29257	-1.7199	0.23638	0.8175	0.085459	0.58307
ZNF333	4	-0.21274	-1.7826	0.38077	0.89904	0.07465	0.58307
ZHX2	4	0.25335	1.2893	0.042711	0.43079	0.1973	0.58558
TAF7L	4	-0.23478	-2.0049	0.33438	0.88109	0.044972	0.58307
VTCN1	4	0.094388	0.56724	0.39777	0.90641	0.57055	0.76163
ZNF474	4	-0.1106	-1.1959	0.67945	0.97027	0.23175	0.5974
TSPY8	4	-0.0368	-0.38378	0.98901	0.9989	0.70114	0.84121
OR3A2	4	-0.048501	-0.96675	0.93591	0.9943	0.33367	0.65375
AP2M1	4	-0.47079	-2.2786	0.078461	0.56474	0.02269	0.58307
PCDHB12	4	-0.023918	-0.83434	0.95013	0.99568	0.40409	0.70135
DROSHA	4	-0.70314	-2.0169	0.015811	0.25749	0.043706	0.58307
SDCCAG3	4	0.050976	0.54845	0.58562	0.96086	0.58338	0.76719
MME	4	0.042192	0.47977	0.62639	0.96393	0.63139	0.79736
UNC50	4	-0.39119	-1.8451	0.12938	0.69271	0.065026	0.58307
USP17L2	4	0.089254	1.3897	0.41771	0.91452	0.16461	0.58307
SEC61A1	4	-0.36169	-1.9506	0.15453	0.73144	0.05111	0.58307
DHCR24	4	0.077716	0.71236	0.46594	0.93231	0.47624	0.74342
PCDH9	4	0.073179	0.75084	0.48399	0.93509	0.45275	0.73173
ZDHHC23	4	0.022371	0.59139	0.7239	0.97863	0.55426	0.75361
FER1L5	4	0.043803	0.37857	0.61938	0.96355	0.70501	0.84365
CASP14	4	-0.14161	-1.3232	0.5713	0.9579	0.18576	0.58382
IFI27L1	4	-0.068823	-0.68519	0.84477	0.98923	0.49322	0.74686
ZNF837	4	0.1673	1.0645	0.16935	0.74869	0.28712	0.62569
TMEM74B	4	0.010383	0.2158	0.7851	0.98347	0.82915	0.91359
HYDIN	4	0.042696	1.8147	0.62401	0.96368	0.069563	0.58307
RCAN2	4	-0.031488	-0.27172	0.98672	0.99854	0.78584	0.89143
SSR3	4	-0.15672	-0.92653	0.52511	0.94893	0.35417	0.6701
ZW10	4	-0.3476	-1.1497	0.16766	0.74869	0.25027	0.60432
SFT2D2	4	-0.20105	-0.9404	0.40637	0.91044	0.34701	0.66525
C1QTNF3	4	0.2467	1.3322	0.048031	0.45588	0.18281	0.58382
KRT6C	4	-0.02138	-0.2397	0.9377	0.99437	0.81056	0.90513
PIK3R3	4	-0.073976	-0.84283	0.82065	0.98508	0.39933	0.69837
SCX	4	0.18207	1.6311	0.13803	0.70475	0.10288	0.58307
RORA	4	-0.015424	-0.22163	0.90757	0.99158	0.8246	0.91134
CDK5R1	4	-0.11789	-0.66285	0.65185	0.966	0.50743	0.74702
MRGPRD	4	0.027923	0.35201	0.69645	0.97365	0.72483	0.85581
CCL16	4	0.054233	0.34398	0.57085	0.9579	0.73086	0.85857
OTUD1	4	0.23004	1.3236	0.063594	0.51797	0.18564	0.58382
ATP5J2-PTCD1	4	-0.68714	-2.2594	0.01785	0.27467	0.02386	0.58307
C6orf48	4	-0.21176	-1.4059	0.38315	0.90068	0.15977	0.58307
PNOC	4	0.20521	1.3811	0.096062	0.62154	0.16725	0.58307
POMT2	4	0.16969	0.98626	0.16403	0.74381	0.324	0.64738
PAX3	4	-0.13082	-0.9882	0.60775	0.96315	0.32306	0.64665
GAB3	4	0.1207	1.3046	0.30151	0.86089	0.19203	0.58512
CNTN1	4	-0.11901	-1.4006	0.64792	0.966	0.16134	0.58307
TMPRSS2	4	0.042343	0.41124	0.62555	0.96377	0.6809	0.8289
TEAD4	4	-0.050825	-0.4089	0.92447	0.99381	0.68261	0.83012
ALOX15B	4	-0.086737	-0.64708	0.77073	0.9827	0.51758	0.74753
PCSK1N	4	-0.001215	-0.028702	0.84263	0.98874	0.9771	0.98855
GLB1L2	4	0.043698	0.087002	0.61983	0.96355	0.93067	0.96642
CIR1	4	-0.015796	-0.12755	0.90951	0.99246	0.89851	0.94984
NXF2B	4	0.16399	1.6422	0.17711	0.75796	0.10056	0.58307
RDH16	4	-0.12213	-1.248	0.63728	0.96425	0.21204	0.58625
C11orf58	4	-0.054976	-0.43901	0.90444	0.99113	0.66065	0.8146
HYPK	4	-1.1714	-3.1186	0.00054694	0.033133	0.0018169	0.36927
PDCD2L	4	-0.10199	-1.3255	0.71072	0.97703	0.18499	0.58382
ALOXE3	4	-0.14329	-1.8427	0.56613	0.95708	0.065367	0.58307
SLMO2	4	-0.90029	-1.8949	0.00358	0.10405	0.058111	0.58307
RFPL4AL1	4	0.095424	0.77221	0.39315	0.90472	0.43999	0.72375
USP6	4	-0.26306	-0.64139	0.28132	0.84866	0.52127	0.74753
CTSF	4	0.028797	0.80225	0.69242	0.97251	0.42241	0.71154
PMEL	4	0.1507	0.8955	0.21007	0.79672	0.37052	0.68079
ZFAND6	4	0.099864	0.89438	0.37684	0.89812	0.37112	0.68121
RXFP1	4	0.14752	1.5873	0.21892	0.80363	0.11244	0.58307
R3HCC1L	4	-0.027729	-0.69473	0.96788	0.99611	0.48723	0.74686
IFNA6	4	-0.03158	-0.32448	0.98717	0.99854	0.74557	0.86783
SPN	4	0.039398	0.76028	0.63937	0.96425	0.44709	0.72819
NOMO3	4	-0.066566	-0.77152	0.85387	0.98963	0.4404	0.72404
SEMA4G	4	0.13959	1.2085	0.2411	0.81966	0.22685	0.59463
TRPS1	4	0.11125	0.98428	0.33343	0.88065	0.32498	0.6479
CD101	4	0.079287	0.47203	0.45873	0.92981	0.63691	0.80016
ZCWPW1	4	0.032875	0.17401	0.67293	0.9688	0.86186	0.93116
HMGCR	4	-0.74471	-1.9593	0.012132	0.22782	0.050072	0.58307
WDFY1	4	0.0037245	0.025403	0.81722	0.98472	0.97973	0.99015
ZMYM4	4	-0.10942	-1.2651	0.68347	0.97092	0.20582	0.58592
VPREB1	4	-0.053303	-0.69078	0.91264	0.99261	0.4897	0.74686
C5orf67	4	-0.026302	-0.38121	0.96166	0.99611	0.70305	0.84225
ZXDA	4	0.18563	1.5135	0.13077	0.69271	0.13016	0.58307
TAF12	4	-0.21773	-1.3555	0.36993	0.89445	0.17526	0.58307
RLTPR	4	-0.038371	-0.48468	0.98111	0.99818	0.6279	0.79498
RNF139	4	-0.047796	-0.67045	0.93899	0.99437	0.50257	0.74686
SELENBP1	4	0.19537	1.3915	0.11237	0.65861	0.16407	0.58307
NAP1L3	4	0.097374	1.7403	0.38693	0.90281	0.081814	0.58307
TMTC2	4	-0.022793	-0.1326	0.94426	0.9945	0.89451	0.94801
LHX6	4	0.32032	1.5661	0.011635	0.22096	0.11733	0.58307
SMIM24	4	-0.054596	-0.41471	0.90603	0.99124	0.67835	0.82725
OTUB2	4	0.059319	0.41996	0.54689	0.95489	0.67452	0.82412
NCAPH	4	-0.52071	-1.3523	0.056782	0.49055	0.17627	0.58307
SLC39A4	4	0.06991	0.91929	0.49876	0.94082	0.35795	0.67285
MORC2	4	-0.23084	-1.4354	0.34258	0.88456	0.15118	0.58307
MMACHC	4	-0.059499	-0.31605	0.88484	0.99062	0.75196	0.87147
MRPS12	4	-0.67347	-2.118	0.01969	0.29075	0.034178	0.58307
CXCL16	4	-0.0080425	-0.073425	0.87371	0.99062	0.94147	0.97091
CSNK1G2	4	-0.059949	-1.2764	0.88291	0.99062	0.20182	0.58558
MAP3K9	4	-0.06024	-0.70474	0.88176	0.99062	0.48097	0.74553
SCN4B	4	-0.10558	-0.99444	0.69739	0.97369	0.32001	0.64493
ELFN2	4	-0.28482	-1.9626	0.24751	0.82295	0.049697	0.58307
FMNL1	4	-0.33855	-1.6325	0.17741	0.75796	0.10258	0.58307
GPR137	4	0.18961	1.0598	0.12331	0.68527	0.28924	0.62709
CDKN1C	4	0.39343	1.4716	0.0016905	0.061931	0.14113	0.58307
RUNX1	4	0.01872	0.30497	0.74369	0.98079	0.76039	0.87616
MAPK15	4	0.14122	0.93576	0.23608	0.81721	0.34939	0.66689
PTGR1	4	-0.096727	-0.97816	0.73215	0.98072	0.328	0.64992
DYNC2H1	4	0.045653	0.98765	0.60939	0.96315	0.32332	0.64684
FSCN3	4	-0.092896	-0.82235	0.74692	0.9817	0.41088	0.70544
C17orf100	4	-0.060252	-0.64451	0.88161	0.99062	0.51924	0.74753
HECA	4	0.11546	0.70587	0.31832	0.87099	0.48027	0.74553
HCLS1	4	0.11577	1.2863	0.31712	0.86967	0.19833	0.58558
ARHGEF10	4	0.20246	1.6348	0.10079	0.63381	0.1021	0.58307
CHCHD3	4	-0.48989	-1.7172	0.069212	0.53659	0.085949	0.58307
ZFP36L1	4	-0.28218	-1.445	0.25119	0.82563	0.14844	0.58307
ICAM1	4	0.095721	1.2482	0.392	0.90409	0.21195	0.58625
MBTPS1	4	-0.61861	-2.1827	0.029137	0.35451	0.029061	0.58307
SLC25A16	4	0.30662	1.506	0.014867	0.25042	0.13208	0.58307
DEFB108B	4	0.020837	0.33641	0.7327	0.98072	0.73657	0.86267
OR1F1	4	-0.059622	-0.78154	0.8843	0.99062	0.43448	0.72023
EIF4B	4	-0.66425	-2.3959	0.021331	0.30063	0.016579	0.58307
RALGDS	4	-0.23502	-1.3307	0.33368	0.88094	0.18327	0.58382
MLH1	4	0.082994	1.4266	0.44297	0.92705	0.15369	0.58307
WDR5	4	-0.54115	-1.5116	0.048976	0.45878	0.13063	0.58307
SEC11A	4	-0.057559	-0.96199	0.89305	0.99062	0.33605	0.65581
SCO1	4	-0.10859	-0.70407	0.68651	0.97137	0.48139	0.74553
F11	4	0.15785	1.0198	0.19053	0.77041	0.3078	0.63643
TXNDC17	4	-0.35313	-2.1371	0.16224	0.74294	0.032593	0.58307
GNB2	4	-0.204	-1.6479	0.39907	0.90751	0.099367	0.58307
CMTR1	4	-0.76754	-2.12	0.009994	0.19822	0.034008	0.58307
ITM2A	4	0.012134	0.18946	0.77655	0.98347	0.84973	0.92503
ZNF727	4	-0.16238	-0.80424	0.5086	0.94442	0.42126	0.711
NFU1	4	-0.36801	-1.6003	0.14782	0.71957	0.10953	0.58307
YWHAB	4	-0.16514	-1.685	0.5005	0.94216	0.091997	0.58307
GET4	4	-0.068661	-0.37151	0.84547	0.98923	0.71025	0.84735
CRABP1	4	0.2011	1.5423	0.10258	0.63752	0.123	0.58307
RASSF4	4	0.028354	0.3029	0.69446	0.97285	0.76197	0.8774
ANKLE1	4	-0.16666	-1.1098	0.49662	0.94025	0.26706	0.61337
FBXO10	4	0.10687	1.6446	0.35009	0.8851	0.10004	0.58307
GPAT2	4	-0.2596	-1.6269	0.28769	0.85327	0.10375	0.58307
SPAST	4	-0.011184	-0.1144	0.88823	0.99062	0.90892	0.95493
FEM1B	4	-0.072544	-1.6865	0.82776	0.98515	0.091704	0.58307
HDAC6	4	0.069949	0.59449	0.49856	0.94082	0.55219	0.7526
SPATA25	4	-0.096662	-1.7912	0.73245	0.98072	0.07326	0.58307
CCBE1	4	0.0019446	0.026319	0.82707	0.98514	0.979	0.98978
GNL2	4	-0.35129	-1.837	0.16383	0.74381	0.066208	0.58307
BTN3A2	4	-0.049882	-0.40168	0.9289	0.99381	0.68792	0.83301
C22orf15	4	-0.012634	-0.15052	0.89464	0.99062	0.88035	0.94094
SAA4	4	-0.042399	-0.51713	0.96271	0.99611	0.60506	0.78051
SMAP2	4	-0.25422	-1.645	0.29669	0.85733	0.099975	0.58307
NFIC	4	-0.085344	-0.58311	0.77665	0.98347	0.55982	0.7561
PLEKHG4	4	-0.023736	-0.33077	0.94909	0.99568	0.74082	0.86507
S100A3	4	-0.046773	-0.59578	0.94347	0.9945	0.55132	0.75254
C4orf45	4	0.099413	0.66549	0.37878	0.89861	0.50573	0.74698
HDGFL1	4	0.065532	0.92275	0.51855	0.94845	0.35614	0.67166
GALNT13	4	0.018156	0.43776	0.74677	0.9817	0.66156	0.81492
PLP1	4	0.10284	1.2757	0.3655	0.89211	0.20206	0.58558
METAP1	4	-0.60272	-2.1652	0.032717	0.37386	0.03037	0.58307
HSDL1	4	0.093052	1.1374	0.40265	0.9078	0.25535	0.60714
WDR45	4	0.18444	1.3648	0.13291	0.69589	0.17232	0.58307
KRTAP12-2	4	0.14031	1.5251	0.23881	0.81879	0.12724	0.58307
DPF1	4	-0.29146	-1.5944	0.23797	0.81779	0.11084	0.58307
SHROOM3	4	0.31197	1.5836	0.013425	0.23601	0.11328	0.58307
TBC1D19	4	0.00042681	0.0034372	0.83463	0.9866	0.99726	0.99865
SDC1	4	0.058158	0.74397	0.5527	0.95665	0.4569	0.73416
SLC4A9	4	-0.50378	-2.2177	0.063793	0.51797	0.026576	0.58307
CATSPERG	4	0.18088	1.0262	0.14041	0.70795	0.30478	0.63429
UBALD1	4	-0.062569	-0.43713	0.87192	0.99062	0.66202	0.81524
OR6V1	4	-0.028504	-0.35661	0.9729	0.9972	0.72138	0.85414
HNRNPU	4	-0.72595	-1.8599	0.013126	0.23301	0.062902	0.58307
IDH3B	4	-0.0515	-1.0381	0.92139	0.99362	0.29921	0.63079
KRT6A	4	0.034907	0.58602	0.66259	0.96842	0.55786	0.75551
NUP155	4	-1.2118	-2.5954	0.00044749	0.031579	0.0094493	0.51087
DPYS	4	-0.17926	-1.3017	0.46256	0.9316	0.19302	0.58512
GSE1	4	-0.013107	-0.22456	0.89693	0.99062	0.82232	0.91097
SULT4A1	4	-0.024216	-0.3994	0.95217	0.9959	0.6896	0.83397
SCGB1D2	4	0.094938	0.80255	0.39558	0.90543	0.42223	0.71146
CCL8	4	0.10812	0.77096	0.34586	0.8851	0.44073	0.72406
CXorf40B	4	0.090983	1.1057	0.41065	0.91222	0.26884	0.61445
RIIAD1	4	0.12238	1.5962	0.29535	0.85694	0.11045	0.58307
PDE6C	4	-0.10393	-1.8315	0.70331	0.97591	0.067029	0.58307
