Gene	sgRNA	Cont|beta	Cont|z	Cont|p-value	Cont|fdr	Cont|wald-p-value	Cont|wald-fdr
SLC25A26	4	-0.020242	-0.25475	0.94347	0.99179	0.79891	0.88772
SLC25A27	4	-0.039102	-0.57538	0.92074	0.98678	0.56503	0.73933
SLC25A28	4	-0.30731	-2.0763	0.069113	0.56642	0.03787	0.52186
SLC25A29	4	-0.058325	-0.88558	0.7859	0.95454	0.37585	0.64857
SLC25A3	4	-0.27897	-1.0238	0.090543	0.60331	0.30592	0.59302
SLC25A30	4	-0.061789	-1.4047	0.76347	0.9506	0.16011	0.52186
SLC25A31	4	-0.062267	-1.0158	0.76064	0.94973	0.30975	0.59604
SLC25A32	4	-0.019857	-0.31671	0.94058	0.99146	0.75146	0.85982
SLC25A33	4	-0.14143	-1.0168	0.36391	0.81196	0.30923	0.59557
SLC25A34	4	-0.073702	-0.71374	0.68849	0.93073	0.47539	0.71937
SLC25A35	4	0.03856	0.68888	0.4993	0.87258	0.4909	0.71937
SLC25A36	4	-0.045425	-0.4317	0.87406	0.97706	0.66596	0.80551
SLC25A37	4	0.11026	1.0215	0.12356	0.63669	0.30703	0.59397
SLC25A38	4	-0.032906	-0.51833	0.96649	0.99605	0.60423	0.76482
SLC25A39	4	-0.084909	-0.78014	0.62217	0.91316	0.43531	0.69375
SLC25A4	4	0.063818	1.1095	0.33085	0.79366	0.26722	0.56303
SLC25A40	4	0.079169	1.1499	0.24642	0.73706	0.25017	0.55418
SLC25A41	4	-0.12363	-0.90966	0.43283	0.84864	0.363	0.63835
SLC25A42	4	-0.43649	-1.7452	0.018646	0.38268	0.080958	0.52186
SLC25A43	4	0.11507	1.6519	0.10849	0.62382	0.098552	0.52186
SLC25A44	4	-0.0024208	-0.046729	0.80619	0.96026	0.96273	0.98118
SLC25A45	4	0.029825	0.4422	0.56369	0.89468	0.65835	0.79966
SLC25A46	4	-0.010635	-0.15695	0.87261	0.97706	0.87528	0.93465
SLC25A47	4	-0.11597	-1.0098	0.46788	0.86267	0.31258	0.598
SLC25A48	4	-0.070869	-0.55502	0.70704	0.9362	0.57888	0.74804
SLC25A5	4	-0.22219	-1.4986	0.16105	0.6713	0.13398	0.52186
SLC25A51	4	-0.073097	-0.49829	0.69232	0.93112	0.61828	0.77317
SLC25A52	4	0.085317	1.2333	0.21823	0.71953	0.21746	0.53769
SLC25A53	4	0.10385	1.5187	0.14409	0.65917	0.12885	0.52186
SLC25A6	4	-0.0028023	-0.037837	0.80932	0.96052	0.96982	0.98515
SLC26A1	4	0.15921	1.7081	0.028789	0.44402	0.087621	0.52186
SLC26A10	4	0.020971	0.29213	0.62893	0.91368	0.77019	0.87109
SLC26A11	4	0.014619	0.34046	0.67522	0.92716	0.73351	0.84855
SLC26A2	4	0.084111	1.5421	0.2233	0.72327	0.12304	0.52186
SLC26A3	4	0.053995	0.87473	0.3937	0.82799	0.38172	0.65279
SLC26A4	4	0.013692	0.27367	0.68278	0.92878	0.78434	0.87912
SLC26A5	4	-0.027333	-0.38936	0.99657	0.99955	0.69701	0.82631
SLC26A6	4	0.056008	0.80574	0.38062	0.82188	0.42039	0.68206
SLC26A7	4	-0.16954	-1.2816	0.27511	0.7593	0.19998	0.52889
SLC26A8	4	0.0012079	0.018036	0.77874	0.95407	0.98561	0.99386
SLC26A9	4	-0.049578	-0.86626	0.84507	0.97034	0.38635	0.65599
SLC27A1	4	0.035677	0.40809	0.51939	0.8799	0.68321	0.818
SLC27A2	4	-0.12617	-0.85434	0.42293	0.84351	0.39292	0.66082
SLC27A3	4	-0.22685	-1.7894	0.15314	0.6653	0.073548	0.52186
SLC27A4	4	0.060468	1.4476	0.35263	0.80738	0.14773	0.52186
SLC27A5	4	0.0072442	0.10222	0.73175	0.94186	0.91858	0.95746
SLC27A6	4	-0.042711	-0.75085	0.8932	0.9806	0.45274	0.70673
SLC28A1	4	0.13863	1.6414	0.056086	0.53765	0.10071	0.52186
SLC28A2	4	-0.065384	-0.7063	0.74125	0.94492	0.48	0.71937
SLC28A3	4	-0.01931	-0.35226	0.93616	0.99053	0.72464	0.84239
SLC29A1	4	0.16375	1.6393	0.02501	0.41605	0.10115	0.52186
SLC29A2	4	-0.087951	-1.1876	0.60576	0.90945	0.23498	0.54767
SLC29A3	4	0.0060665	0.17766	0.7412	0.94492	0.85899	0.92469
SLC29A4	4	-0.010306	-0.12479	0.86978	0.97617	0.90069	0.94813
SLC2A1	4	-0.39114	-1.5844	0.03028	0.45152	0.1131	0.52186
SLC2A10	4	0.014045	0.53441	0.67974	0.92786	0.59306	0.7574
SLC2A11	4	0.11342	1.3592	0.11337	0.62899	0.17408	0.52186
SLC2A12	4	0.094644	1.3785	0.17925	0.68795	0.16804	0.52186
SLC2A13	4	-0.15286	-1.306	0.32413	0.79012	0.19156	0.52591
SLC2A14	4	0.18837	1.6088	0.010143	0.30044	0.10765	0.52186
SLC2A2	4	0.044901	0.96814	0.45441	0.85642	0.33298	0.61453
SLC2A3	4	0.076952	1.7039	0.25825	0.74712	0.088395	0.52186
SLC2A4	4	0.03066	0.54033	0.55753	0.89348	0.58897	0.75507
SLC2A4RG	4	-0.10607	-1.1618	0.51382	0.87919	0.24533	0.55332
SLC2A5	4	0.090745	1.2666	0.19401	0.69843	0.20531	0.53135
SLC2A6	4	0.081771	1.2788	0.23399	0.72916	0.20096	0.52903
SLC2A7	4	0.0049827	0.11045	0.7498	0.94619	0.91205	0.95414
SLC2A8	4	-0.035118	-0.45487	0.94958	0.99272	0.6492	0.79402
SLC2A9	4	0.1286	1.4007	0.076173	0.58445	0.16129	0.52186
SLC30A1	4	-0.21217	-1.6182	0.17885	0.68795	0.10562	0.52186
SLC30A10	4	-0.069122	-0.92854	0.71803	0.93853	0.35313	0.6308
SLC30A2	4	0.010981	0.32043	0.70316	0.93464	0.74864	0.85798
SLC30A3	4	-0.10249	-1.0443	0.52978	0.88335	0.29633	0.58573
SLC30A4	4	-0.071128	-1.3784	0.7049	0.93538	0.16807	0.52186
SLC30A5	4	-0.040118	-0.81481	0.91229	0.98538	0.41518	0.6787
SLC30A6	4	-0.06685	-1.3327	0.73185	0.94186	0.18262	0.52419
SLC30A7	4	-0.11812	-0.75043	0.45694	0.85785	0.453	0.7068
SLC30A8	4	-0.069418	-1.0262	0.71634	0.93844	0.30478	0.59226
SLC30A9	4	-0.077481	-0.39528	0.66522	0.92524	0.69264	0.82355
SLC31A1	4	-0.10209	-1.0054	0.53142	0.88348	0.31471	0.60005
SLC31A2	4	-0.39413	-1.1784	0.029485	0.44796	0.23864	0.54883
SLC32A1	4	-0.028337	-0.49438	0.99607	0.99955	0.62104	0.77512
SLC33A1	4	-0.33432	-2.1196	0.053302	0.53176	0.034042	0.52186
SLC34A1	4	0.023462	0.67433	0.60954	0.91072	0.5001	0.71937
SLC34A2	4	0.034951	1.4027	0.52491	0.88041	0.1607	0.52186
SLC34A3	4	0.010051	0.24065	0.71052	0.93744	0.80983	0.89427
SLC35A1	4	-0.0029252	-0.030984	0.81036	0.96108	0.97528	0.98782
SLC35A2	4	-0.041528	-0.95037	0.90125	0.9826	0.34192	0.62093
SLC35A3	4	0.019176	0.23809	0.64156	0.91751	0.81181	0.89568
SLC35A4	4	-0.09003	-1.2783	0.59407	0.90591	0.20114	0.52903
SLC35A5	4	0.0044015	0.06083	0.75408	0.9477	0.95149	0.97545
SLC35B1	4	-0.36699	-2.0963	0.038634	0.48654	0.036055	0.52186
SLC35B2	4	-0.44677	-2.1737	0.016955	0.37349	0.029729	0.52186
SLC35B3	4	0.062991	1.0071	0.33627	0.79917	0.31389	0.59946
SLC35B4	4	0.036056	1.0983	0.51646	0.87919	0.27209	0.56673
SLC35C1	4	-0.097547	-1.7477	0.55445	0.89212	0.080518	0.52186
SLC35C2	4	-0.019883	-0.30862	0.94078	0.99146	0.75761	0.86322
SLC35D1	4	0.028555	0.69292	0.57324	0.89761	0.48836	0.71937
SLC35D2	4	-0.10095	-1.0582	0.53689	0.88537	0.28997	0.58022
SLC35D3	4	0.02879	0.36369	0.5718	0.89761	0.71609	0.83636
SLC35E1	4	0.015429	0.32132	0.66995	0.92716	0.74797	0.85779
SLC35E2	4	-0.035138	-0.35228	0.94948	0.99272	0.72463	0.84239
SLC35E2B	4	-0.065438	-0.74823	0.74085	0.94484	0.45432	0.70821
SLC35E3	4	-0.11564	-1.394	0.46932	0.86333	0.16332	0.52186
SLC35E4	4	-0.00075546	-0.01458	0.79356	0.9566	0.98837	0.9951
SLC35F1	4	-0.022908	-0.2857	0.9645	0.99579	0.77511	0.87418
SLC35F2	4	-0.016235	-0.23318	0.91373	0.98538	0.81562	0.89864
SLC35F3	4	-0.024813	-0.67418	0.97902	0.99809	0.5002	0.71937
SLC35F4	4	0.017956	0.42256	0.65076	0.92111	0.67262	0.81072
SLC35F5	4	-0.048673	-0.416	0.85143	0.97254	0.67741	0.81395
SLC35F6	4	0.0046678	0.14895	0.75219	0.94722	0.88159	0.93803
SLC35G1	4	-0.047142	-0.64005	0.86287	0.9756	0.52214	0.71937
SLC35G2	4	0.11781	1.6186	0.10133	0.61657	0.10553	0.52186
SLC35G3	4	-0.069754	-0.87344	0.71415	0.93815	0.38243	0.65315
SLC35G4	4	0.022362	0.25803	0.61844	0.91281	0.79638	0.88605
SLC35G5	4	-0.0049083	-0.051037	0.82707	0.96581	0.9593	0.97951
SLC35G6	4	-0.19866	-1.92	0.2048	0.70645	0.054855	0.52186
SLC36A1	4	0.10189	1.5326	0.15071	0.66411	0.12536	0.52186
SLC36A2	4	0.0056739	0.062333	0.74398	0.94536	0.9503	0.97499
SLC36A3	4	-0.003729	-0.062044	0.81747	0.96293	0.95053	0.97506
SLC36A4	4	0.0018671	0.049316	0.77367	0.95233	0.96067	0.98006
SLC37A1	4	-0.024689	-0.44748	0.97792	0.99809	0.65453	0.7974
SLC37A2	4	-0.0040076	-0.050109	0.81981	0.9637	0.96004	0.97986
SLC37A3	4	0.10704	1.202	0.1331	0.6485	0.22935	0.54436
SLC37A4	4	-0.10205	-0.82767	0.53182	0.88382	0.40786	0.67347
SLC38A1	4	-0.13973	-1.3557	0.37018	0.81573	0.17518	0.52207
SLC38A10	4	-0.063337	-0.8865	0.75438	0.94795	0.37535	0.64848
SLC38A11	4	0.085639	0.98279	0.21634	0.71799	0.32571	0.60914
SLC38A2	4	-0.051095	-0.51771	0.83522	0.96796	0.60466	0.76503
SLC38A3	4	0.05393	1.4694	0.39404	0.82802	0.14171	0.52186
SLC38A4	4	0.012741	0.1212	0.68919	0.93073	0.90353	0.94938
SLC38A5	4	0.068839	1.0389	0.30325	0.7792	0.29884	0.58736
SLC38A6	4	0.084514	0.79427	0.22116	0.72174	0.42704	0.68758
SLC38A7	4	-0.17537	-1.2181	0.26139	0.74993	0.2232	0.54255
SLC38A8	4	0.065148	1.1608	0.32384	0.79012	0.24574	0.55332
SLC38A9	4	0.11	1.534	0.1246	0.63669	0.12502	0.52186
SLC39A1	4	-0.0061133	-0.053428	0.83562	0.96814	0.95739	0.97829
SLC39A10	4	-0.014176	-0.25459	0.90001	0.9821	0.79904	0.88781
SLC39A11	4	0.08675	1.4007	0.21127	0.71388	0.16129	0.52186
SLC39A12	4	-0.042525	-0.64643	0.89424	0.9806	0.518	0.71937
SLC39A13	4	-0.076248	-0.92256	0.67298	0.92716	0.35624	0.63348
SLC39A14	4	0.0778	1.7328	0.25418	0.74246	0.083135	0.52186
SLC39A2	4	-0.069081	-0.5672	0.71838	0.93853	0.57058	0.74216
SLC39A3	4	-0.035746	-1.5142	0.94521	0.99212	0.12997	0.52186
SLC39A4	4	-0.1645	-1.514	0.28878	0.76643	0.13003	0.52186
SLC39A5	4	0.049395	1.2249	0.42393	0.84384	0.22062	0.54046
SLC39A6	4	-0.0039689	-0.075452	0.81941	0.96352	0.93985	0.9699
SLC39A7	4	-0.28421	-1.9017	0.085969	0.60056	0.057212	0.52186
SLC39A8	4	-0.13896	-1.4941	0.37296	0.8171	0.13515	0.52186
SLC39A9	4	-0.17157	-0.89734	0.26984	0.7549	0.36954	0.64384
SLC3A1	4	0.012784	0.50665	0.68874	0.93073	0.6124	0.76969
SLC3A2	4	-0.53627	-2.2024	0.0062649	0.22868	0.027634	0.52186
SLC40A1	4	-0.042511	-0.50919	0.89444	0.9806	0.61062	0.76884
SLC41A1	4	0.053444	0.63651	0.39728	0.82861	0.52444	0.71937
SLC41A2	4	0.067336	0.88059	0.3118	0.78448	0.37854	0.65009
SLC41A3	4	-0.021852	-0.47623	0.95659	0.9938	0.63391	0.78392
SLC43A1	4	-0.1258	-1.6468	0.42422	0.84396	0.099591	0.52186
SLC43A2	4	0.014233	0.26716	0.67835	0.92786	0.78935	0.88182
SLC43A3	4	0.12958	1.633	0.074433	0.58181	0.10246	0.52186
SLC44A1	4	0.075781	1.5959	0.26521	0.75257	0.11052	0.52186
SLC44A2	4	0.14722	1.6429	0.042313	0.49708	0.1004	0.52186
SLC44A3	4	-0.0087311	-0.1296	0.85675	0.9738	0.89689	0.94604
SLC44A4	4	-0.02288	-0.40305	0.96415	0.99579	0.68691	0.81998
SLC44A5	4	0.040137	0.79416	0.48777	0.86948	0.4271	0.68758
SLC45A1	4	0.057291	0.78751	0.37172	0.81674	0.43098	0.69045
SLC45A2	4	-0.011439	-0.18194	0.87788	0.97763	0.85563	0.9226
SLC45A3	4	0.05931	1.5804	0.35944	0.80997	0.11402	0.52186
SLC45A4	4	0.011618	0.10687	0.69859	0.93288	0.91489	0.95546
SLC46A1	4	-0.43169	-2.165	0.019441	0.38529	0.030385	0.52186
SLC46A2	4	0.1251	1.4825	0.084228	0.59726	0.1382	0.52186
SLC46A3	4	0.10628	1.3633	0.13604	0.65182	0.17278	0.52186
SLC47A1	4	0.041486	0.96728	0.47842	0.86668	0.3334	0.61467
SLC47A2	4	-0.092725	-1.0581	0.57941	0.90048	0.29002	0.58022
SLC48A1	4	0.0858	1.1057	0.21539	0.71651	0.26886	0.56414
SLC4A1	4	-0.034707	-0.74202	0.95271	0.99316	0.45808	0.71059
SLC4A10	4	-0.020068	-0.23624	0.94193	0.99158	0.81325	0.89691
SLC4A11	4	0.065933	1.6907	0.31986	0.7879	0.090889	0.52186
SLC4A1AP	4	0.016098	0.34932	0.66418	0.92456	0.72685	0.84377
SLC4A2	4	0.061042	1.5248	0.3487	0.8048	0.1273	0.52186
SLC4A3	4	0.031512	0.60072	0.55146	0.89034	0.54803	0.72715
SLC4A4	4	-0.023653	-0.33861	0.96982	0.99724	0.7349	0.84891
SLC4A5	4	-0.024588	-1.3975	0.97718	0.99809	0.16226	0.52186
SLC4A7	4	-0.025281	-0.27539	0.98265	0.99809	0.78302	0.87826
SLC4A8	4	-0.089421	-1.1145	0.59755	0.90716	0.26508	0.56289
SLC4A9	4	-0.26254	-1.7942	0.1072	0.62341	0.072782	0.52186
SLC50A1	4	-0.17443	-1.6269	0.26338	0.75192	0.10376	0.52186
SLC51A	4	-0.009465	-0.20352	0.86317	0.9756	0.83873	0.91212
SLC51B	4	-0.059039	-1.1965	0.78113	0.95454	0.23152	0.54555
SLC52A1	4	-0.12252	-1.6357	0.43675	0.84994	0.10189	0.52186
SLC52A2	4	0.017509	0.39199	0.65399	0.92185	0.69506	0.82516
SLC52A3	4	0.10759	1.24	0.13196	0.64811	0.21497	0.5369
SLC5A1	4	-0.0047915	-0.056128	0.82622	0.96581	0.95524	0.97727
SLC5A10	4	-0.047413	-0.73656	0.86093	0.9745	0.46139	0.71273
SLC5A11	4	-0.13099	-1.9168	0.40309	0.83056	0.055266	0.52186
SLC5A12	4	0.15029	1.4685	0.038882	0.48753	0.14196	0.52186
SLC5A2	4	-0.24909	-1.1612	0.12261	0.63669	0.24556	0.55332
SLC5A3	4	-0.10796	-1.1635	0.50477	0.87457	0.24461	0.55283
SLC5A4	4	0.054806	1.1563	0.38907	0.82594	0.24755	0.55343
SLC5A5	4	-0.21181	-1.4511	0.1794	0.68795	0.14676	0.52186
SLC5A6	4	0.028834	0.80311	0.5715	0.89761	0.42191	0.68326
SLC5A7	4	0.021048	0.23613	0.62858	0.91359	0.81333	0.89695
SLC5A8	4	-0.00029189	-0.00457	0.79097	0.95595	0.99635	0.998
SLC5A9	4	-0.084143	-1.6161	0.62674	0.91359	0.10608	0.52186
SLC6A1	4	0.04973	0.84887	0.42214	0.84302	0.39595	0.66319
SLC6A11	4	0.22517	1.556	0.0018397	0.12252	0.1197	0.52186
SLC6A12	4	-0.01726	-0.26952	0.92124	0.98684	0.78753	0.88077
SLC6A13	4	0.087124	1.2545	0.20948	0.71142	0.20966	0.53449
SLC6A14	4	0.07578	0.99611	0.26521	0.75257	0.31919	0.60432
SLC6A15	4	0.02288	1.6016	0.61446	0.91146	0.10923	0.52186
SLC6A16	4	-0.032671	-0.53349	0.96798	0.99672	0.5937	0.75802
SLC6A17	4	-0.21957	-1.5515	0.16522	0.67747	0.12078	0.52186
SLC6A18	4	-0.18881	-1.9171	0.22822	0.72758	0.055225	0.52186
SLC6A19	4	-0.061308	-0.56298	0.76656	0.95166	0.57345	0.74418
SLC6A2	4	-0.11181	-1.2086	0.48648	0.8683	0.22682	0.54379
SLC6A20	4	-0.22388	-1.7573	0.15787	0.66987	0.07887	0.52186
SLC6A3	4	-0.079604	-0.76998	0.65329	0.92172	0.44131	0.69799
SLC6A4	4	0.031264	0.5786	0.55335	0.89176	0.56286	0.73767
SLC6A5	4	0.084196	1.2137	0.2231	0.72327	0.22484	0.5435
SLC6A6	4	-0.17035	-1.9469	0.27282	0.75672	0.051552	0.52186
SLC6A7	4	-0.099625	-1.4493	0.54331	0.887	0.14726	0.52186
SLC6A8	4	-0.28851	-1.928	0.082438	0.59612	0.053861	0.52186
SLC6A9	4	0.15989	1.4558	0.028093	0.4374	0.14544	0.52186
SLC7A1	4	-0.1866	-1.2143	0.23295	0.72916	0.22462	0.5435
SLC7A10	4	-0.007191	-0.12106	0.84392	0.97034	0.90365	0.94938
SLC7A11	4	-0.064086	-0.43134	0.74915	0.94619	0.66622	0.80567
SLC7A13	4	-0.042994	-1.1107	0.89111	0.98006	0.26671	0.56303
SLC7A14	4	0.030524	0.39303	0.55862	0.89397	0.6943	0.82465
SLC7A2	4	-0.034368	-0.88411	0.95545	0.99379	0.37664	0.64898
SLC7A3	4	0.062757	0.84	0.33796	0.8004	0.40091	0.66758
SLC7A4	4	-0.042068	-0.96604	0.89723	0.98124	0.33403	0.61491
SLC7A5	4	-0.062688	-1.0522	0.75805	0.94913	0.29272	0.58259
SLC7A6	4	0.12469	0.94497	0.085024	0.59958	0.34468	0.62328
SLC7A6OS	4	-0.65075	-2.2573	0.0017403	0.11864	0.023991	0.52186
SLC7A7	4	0.089954	1.4406	0.1972	0.7006	0.14969	0.52186
SLC7A8	4	0.079691	1.3695	0.24403	0.73505	0.17084	0.52186
SLC7A9	4	0.12716	1.0807	0.079654	0.59338	0.27981	0.57238
SLC8A1	4	0.10695	1.6472	0.13365	0.64943	0.099509	0.52186
SLC8A2	4	0.10299	1.0501	0.14713	0.66076	0.29368	0.58382
SLC8A3	4	0.041295	0.48373	0.47971	0.86786	0.62858	0.78008
SLC8B1	4	0.05767	0.63163	0.36943	0.81532	0.52763	0.71937
SLC9A1	4	0.022322	0.64164	0.61874	0.91285	0.52111	0.71937
SLC9A2	4	-0.16328	-1.0047	0.29296	0.7707	0.31505	0.60031
SLC9A3	4	0.045133	0.75941	0.45301	0.85579	0.44761	0.70303
SLC9A3R1	4	-0.13676	-1.1713	0.38131	0.8224	0.24148	0.55026
SLC9A3R2	4	-0.2359	-1.4307	0.14012	0.6555	0.15251	0.52186
SLC9A4	4	-0.15331	-1.5633	0.32309	0.7899	0.11798	0.52186
SLC9A5	4	-0.19312	-2.0399	0.21733	0.71927	0.041358	0.52186
SLC9A6	4	0.093956	1.1812	0.18223	0.69099	0.23754	0.54869
SLC9A7	4	0.058103	1.1122	0.3669	0.81484	0.26604	0.563
SLC9A8	4	0.12351	1.277	0.088504	0.60235	0.20161	0.52903
SLC9A9	4	0.10052	1.523	0.15573	0.66695	0.12776	0.52186
SLC9B1	4	0.0033638	0.05721	0.76253	0.95019	0.95438	0.97688
SLC9B2	4	0.038649	1.0887	0.49866	0.87258	0.27628	0.57007
SLC9C1	4	0.10229	1.3503	0.14931	0.66189	0.17692	0.52215
SLC9C2	4	-0.049104	-1.1921	0.8485	0.97137	0.23321	0.5466
SLCO1A2	4	-0.10295	-0.94751	0.52769	0.88206	0.34338	0.62226
SLCO1B1	4	0.087436	0.94553	0.20804	0.70903	0.34439	0.62308
SLCO1B3	4	0.11988	1.5143	0.096708	0.60972	0.12994	0.52186
SLCO1B7	4	0.081296	1.1361	0.23648	0.73264	0.25591	0.55783
SLCO1C1	4	0.17111	1.5938	0.019093	0.38285	0.11099	0.52186
SLCO2A1	4	0.014554	0.39013	0.67567	0.92716	0.69644	0.82607
SLCO2B1	4	-0.022569	-0.37601	0.96216	0.99563	0.70691	0.8314
SLCO3A1	4	-0.076239	-1.3963	0.67298	0.92716	0.16264	0.52186
SLCO4A1	4	-0.28483	-2.0129	0.085173	0.59958	0.044122	0.52186
SLCO4C1	4	0.0056204	0.15038	0.74478	0.94547	0.88046	0.93722
SLCO5A1	4	-0.071062	-1.2433	0.70525	0.93538	0.21374	0.536
SLCO6A1	4	-0.11811	-1.1324	0.45694	0.85785	0.25749	0.55912
SLFN11	4	-0.03597	-0.80283	0.94352	0.99179	0.42208	0.68326
SLFN12	4	0.10815	1.6275	0.13017	0.64642	0.10364	0.52186
SLFN12L	4	0.11875	1.6781	0.099592	0.61366	0.09332	0.52186
SLFN13	4	0.10222	1.3468	0.14961	0.66234	0.17804	0.52215
SLFN14	4	-0.024802	-0.51122	0.97897	0.99809	0.6092	0.7683
SLFN5	4	-0.03396	-0.37656	0.95868	0.99453	0.7065	0.83137
SLFNL1	4	-0.28751	-2.0792	0.082836	0.59628	0.037599	0.52186
SLIRP	4	-0.02407	-0.41468	0.9733	0.99809	0.67838	0.81434
SLIT1	4	-0.13567	-1.5304	0.38499	0.82392	0.12591	0.52186
SLIT2	4	0.032088	0.35097	0.54674	0.88852	0.72561	0.84296
SLIT3	4	-0.055254	-0.91211	0.80698	0.96036	0.36171	0.63693
SLITRK1	4	0.080084	1.0298	0.24234	0.73505	0.30309	0.59044
SLITRK2	4	0.087597	1.1817	0.20739	0.70903	0.23732	0.54864
SLITRK3	4	0.085156	1.7075	0.21848	0.71953	0.087733	0.52186
SLITRK4	4	0.067106	1.2708	0.31344	0.78535	0.20379	0.53084
SLITRK5	4	0.047363	0.74021	0.4382	0.85057	0.45917	0.71134
SLITRK6	4	0.10775	1.5836	0.13151	0.64742	0.11328	0.52186
SLK	4	0.11437	1.262	0.11073	0.62856	0.20695	0.53242
SLMAP	4	-0.043743	-0.54206	0.88529	0.97873	0.58778	0.75411
SLMO1	4	-0.025675	-0.34303	0.98454	0.99809	0.73158	0.84716
SLMO2	4	-0.32117	-1.6286	0.060312	0.54913	0.1034	0.52186
SLN	4	0.00085682	0.0097853	0.78167	0.95454	0.99219	0.9967
SLPI	4	0.053424	1.0373	0.39728	0.82861	0.29959	0.58777
SLTM	4	-0.033246	-0.36714	0.96395	0.99579	0.71351	0.83489
SLU7	4	-0.12127	-1.301	0.44178	0.85095	0.19325	0.52657
SLURP1	4	-0.032442	-0.66502	0.96932	0.99714	0.50604	0.71937
SLX1A	4	0.1427	1.4433	0.049274	0.5213	0.14893	0.52186
SLX1B	4	-0.084662	-1.1486	0.62366	0.91356	0.25071	0.55477
SLX4	4	-0.19791	-1.5148	0.20669	0.70903	0.12983	0.52186
SLX4IP	4	0.057653	1.12	0.36948	0.81532	0.26272	0.56098
SMAD1	4	-0.088483	-0.95345	0.60263	0.90855	0.34036	0.62044
SMAD2	4	-0.028124	-0.58759	0.99741	0.99975	0.55681	0.73332
SMAD3	4	-0.0019087	-0.032092	0.80256	0.95933	0.9744	0.98741
SMAD4	4	-0.38979	-1.3703	0.030778	0.45215	0.1706	0.52186
SMAD5	4	-0.17516	-2.0085	0.26173	0.75039	0.04459	0.52186
SMAD6	4	-0.099113	-1.1766	0.54599	0.88829	0.23934	0.54924
SMAD7	4	-0.10488	-1.0434	0.51924	0.8799	0.29675	0.58586
SMAD9	4	-0.14989	-1.4522	0.33358	0.79613	0.14644	0.52186
SMAGP	4	-0.17041	-1.7377	0.27277	0.75672	0.082256	0.52186
SMAP1	4	-0.058248	-0.43264	0.7864	0.95478	0.66528	0.80528
SMAP2	4	-0.017631	-0.30889	0.92343	0.98719	0.75741	0.86322
SMARCA1	4	0.057083	0.97004	0.37311	0.81727	0.33203	0.61418
SMARCA2	4	-0.036122	-0.81323	0.94257	0.99158	0.41609	0.67901
SMARCA4	4	-0.047212	-0.54431	0.86237	0.9752	0.58623	0.75322
SMARCA5	4	-0.10665	-1.5342	0.51114	0.87848	0.12498	0.52186
SMARCAD1	4	0.062096	0.71026	0.34198	0.80282	0.47754	0.71937
SMARCAL1	4	-0.084143	-0.73733	0.62674	0.91359	0.46092	0.71232
SMARCB1	4	-0.082322	-1.0975	0.63708	0.91656	0.27241	0.56704
SMARCC1	4	-0.035911	-0.53634	0.94401	0.99206	0.59172	0.75661
SMARCC2	4	0.03276	0.3207	0.54112	0.88667	0.74844	0.85797
SMARCD1	4	-0.40403	-1.5873	0.026054	0.4281	0.11244	0.52186
SMARCD2	4	-0.14383	-1.0821	0.35566	0.80895	0.27921	0.57205
SMARCD3	4	0.094481	1.6108	0.17984	0.68849	0.10723	0.52186
SMARCE1	4	-0.034695	-0.36688	0.95291	0.99316	0.71371	0.83492
SMC1A	4	-0.14105	-1.469	0.36555	0.81345	0.14184	0.52186
SMC1B	4	0.094696	0.99407	0.17905	0.68795	0.32019	0.60482
SMC2	4	-0.47541	-2.1654	0.012878	0.33943	0.030356	0.52186
SMC3	4	-0.020111	-0.39329	0.94222	0.99158	0.69411	0.82452
SMC4	4	-0.2507	-2.0509	0.11983	0.63275	0.040281	0.52186
SMC5	4	-0.23968	-1.4543	0.13475	0.65074	0.14587	0.52186
SMC6	4	-0.37947	-1.6177	0.033711	0.46856	0.10573	0.52186
SMCHD1	4	-0.069249	-0.97352	0.71728	0.93853	0.33029	0.61289
SMCO1	4	0.0063957	0.10595	0.73832	0.94371	0.91562	0.95588
SMCO2	4	0.097958	1.3443	0.16617	0.67858	0.17886	0.52215
SMCO3	4	0.095126	1.2493	0.17706	0.68678	0.21157	0.53536
SMCO4	4	-0.017712	-0.21716	0.92432	0.98778	0.82809	0.90533
SMCP	4	0.10552	1.5254	0.13852	0.65493	0.12717	0.52186
SMCR8	4	-0.0017053	-0.054197	0.80101	0.9583	0.95678	0.97803
SMDT1	4	-0.17077	-0.9176	0.27178	0.75672	0.35883	0.6354
SMEK1	4	-0.11528	-1.033	0.47126	0.86361	0.30161	0.58917
SMEK2	4	-0.072005	-0.5499	0.69909	0.933	0.58239	0.75048
SMG1	4	-0.28096	-1.9022	0.088654	0.60235	0.057151	0.52186
SMG5	4	-0.16864	-1.315	0.27745	0.76045	0.1885	0.52577
SMG6	4	-0.029206	-1.6215	0.98996	0.999	0.1049	0.52186
SMG7	4	-0.33083	-0.94532	0.055141	0.53516	0.3445	0.62308
SMG8	4	-0.064658	-0.86749	0.74597	0.94579	0.38567	0.65534
SMG9	4	0.03702	0.33672	0.50999	0.87744	0.73633	0.84973
SMIM1	4	-0.51898	-2.3193	0.0073588	0.24585	0.020378	0.52186
SMIM10	4	0.021087	0.57878	0.62833	0.91359	0.56273	0.7376
SMIM10L1	4	-0.19047	-1.3431	0.22414	0.72327	0.17925	0.52255
SMIM11	4	0.03735	0.35289	0.50716	0.87593	0.72417	0.84212
