Gene	sgRNA	WT|beta	WT|z	WT|p-value	WT|fdr	WT|wald-p-value	WT|wald-fdr
AHCY	4	-1.2017	-2.2512	0.0086516	0.15263	0.024371	0.35416
FAM175B	4	0.21459	1.3501	0.34174	0.8562	0.177	0.634
TMCO5A	4	0.075363	1.1432	0.65777	0.95747	0.25297	0.63489
MKNK2	4	0.46207	0.87423	0.054743	0.44619	0.38199	0.68784
DPM3	4	0.04016	0.2825	0.75268	0.9778	0.77756	0.88379
SULT1B1	4	0.10582	0.83337	0.58313	0.9411	0.40464	0.70222
ERICH6B	4	0.0040829	0.023982	0.8484	0.98873	0.98087	0.99107
FAM187B	4	0.50249	1.0185	0.036993	0.36703	0.30843	0.64874
PEX16	4	0.13673	0.5907	0.50781	0.92468	0.55472	0.77875
FAM110D	4	-0.030791	-0.11426	0.94058	0.99631	0.90903	0.95791
FASTKD5	4	-0.38156	-1.3532	0.34039	0.85598	0.17601	0.634
GINM1	4	0.21964	0.56698	0.33045	0.84814	0.57072	0.78207
HOXA2	4	0.13744	1.1438	0.50622	0.92468	0.25272	0.63489
ASIP	4	-0.65785	-1.7991	0.10904	0.60608	0.07201	0.57099
MAEA	4	-0.25783	-1.0727	0.54008	0.9326	0.28339	0.63926
FAM217A	4	-0.34903	-0.87554	0.38644	0.87978	0.38128	0.68729
HSPE1	4	-2.5017	-3.7841	0	0	0.00015424	0.022595
CDH20	4	0.28508	1.3127	0.21833	0.75399	0.18928	0.634
LIN37	4	-0.20286	-1.7846	0.64921	0.95475	0.074322	0.57914
TMEM2	4	-0.14992	-0.60193	0.76502	0.97932	0.54722	0.77603
RPL4	4	-1.9651	-3.14	0.00014916	0.011029	0.0016894	0.083895
SLC24A5	4	0.26784	1.0924	0.24503	0.78135	0.27465	0.63891
ACBD6	4	0.017153	0.087033	0.81315	0.98582	0.93065	0.96885
TM7SF2	4	0.23309	1.3628	0.30624	0.83482	0.17294	0.634
LRP1	4	-0.60492	-1.3236	0.13644	0.6507	0.18564	0.634
OBFC1	4	-1.1879	-2.2131	0.0091985	0.15921	0.026891	0.37145
DSG2	4	0.083114	0.96527	0.63947	0.95412	0.33441	0.66242
MTPAP	4	-1.5343	-2.4775	0.0015911	0.054187	0.01323	0.25809
MICU3	4	0.44037	1.3114	0.065881	0.48482	0.18973	0.634
DTX4	4	0.14394	1.199	0.49155	0.91945	0.23053	0.634
CEP170B	4	-0.034173	-0.35834	0.94913	0.99776	0.72009	0.84891
ARID3A	4	-0.11742	-0.69053	0.83985	0.98743	0.48986	0.75464
OR10H3	4	0.16932	0.97026	0.43566	0.89877	0.33192	0.66063
TENM1	4	-0.083619	-1.8036	0.92497	0.99393	0.071292	0.56865
PLSCR5	4	0.28307	1.2645	0.22101	0.75685	0.20603	0.634
KPNA2	4	-0.65143	-2.2593	0.11177	0.61149	0.023866	0.35048
IP6K1	4	-0.073579	-1.3987	0.95142	0.99776	0.1619	0.634
LUZP2	4	0.27638	0.92102	0.23165	0.76746	0.35704	0.67322
ARRDC2	4	0.32715	1.1369	0.16204	0.68893	0.25558	0.63496
ACTBL2	4	0.18421	1.1039	0.40309	0.88787	0.26962	0.63805
ZNF23	4	0.35394	1.5272	0.13281	0.64603	0.12671	0.634
CNOT7	4	-0.091297	-0.40863	0.90533	0.99393	0.68281	0.82772
FRMD6	4	0.8266	1.167	0.00099443	0.042644	0.2432	0.63457
NTS	4	0.32154	1.2749	0.16875	0.69778	0.20235	0.634
GNAI1	4	0.29229	0.98983	0.20863	0.74477	0.32226	0.65698
BSPRY	4	0.39769	1.4822	0.095267	0.57693	0.13828	0.634
LHPP	4	0.18085	1.0049	0.40995	0.8906	0.31493	0.65339
PMVK	4	-1.8874	-3.3045	0.00044749	0.026946	0.00095135	0.060935
FTCD	4	-0.058655	-0.24858	0.98782	0.99965	0.80369	0.89762
RLN3	4	-0.091352	-0.61857	0.90518	0.99393	0.5362	0.77178
HDAC1	4	0.091641	0.78039	0.61789	0.95008	0.43516	0.72185
ZNF764	4	0.0056996	0.028373	0.84382	0.98818	0.97736	0.99017
ADCK3	4	0.091223	0.37293	0.61908	0.95068	0.7092	0.84289
TNFRSF17	4	0.45717	1.3791	0.05713	0.45577	0.16787	0.634
HOXB6	4	0.30626	0.97065	0.18835	0.72157	0.33173	0.66051
ART1	4	0.65073	1.0844	0.0068119	0.13073	0.27817	0.63891
RPS3	4	-1.6191	-2.9485	0.0010442	0.04375	0.0031934	0.11916
TMEM170A	4	0.11982	0.63128	0.54967	0.93455	0.52786	0.76846
LYRM9	4	0.16722	0.86515	0.43969	0.90032	0.38696	0.69039
GLIPR1L2	4	-0.11735	-1.1414	0.84005	0.98743	0.25369	0.63489
IL6R	4	-0.28768	-1.7439	0.48518	0.91825	0.081185	0.60051
C12orf57	4	0.0018998	0.016465	0.85461	0.98969	0.98686	0.99366
EXOSC7	4	-0.79023	-1.8187	0.060959	0.46987	0.068964	0.55883
DMRT2	4	0.13463	1.3444	0.51263	0.92502	0.17881	0.634
TMEM170B	4	0.36456	0.78935	0.12286	0.631	0.42991	0.71969
ZNF598	4	0.23992	1.2751	0.29405	0.82437	0.20228	0.634
POLR2G	4	-2.2021	-3.8949	0	0	9.8228e-05	0.018564
PTGES3L-AARSD1	4	-0.36456	-1.4585	0.36466	0.86961	0.14469	0.634
FOXRED1	4	-1.0104	-2.5438	0.021231	0.26974	0.010964	0.23246
ABTB2	4	-0.26323	-1.5383	0.53043	0.9306	0.12398	0.634
ALPP	4	0.21813	1.0491	0.33423	0.85024	0.29414	0.64423
PLA2G2C	4	-0.086695	-0.28578	0.91731	0.99393	0.77505	0.88226
KIF4A	4	-1.4224	-3.3221	0.003033	0.082432	0.00089327	0.058519
CTR9	4	-0.73473	-1.8091	0.077367	0.52197	0.070428	0.5659
ITGB8	4	-0.62286	-1.5308	0.12709	0.63788	0.12583	0.634
CDC37	4	-1.672	-3.4658	0.00079554	0.037209	0.00052856	0.043689
NMUR1	4	0.31791	1.3893	0.17273	0.70182	0.16475	0.634
RAB8A	4	-0.1156	-0.70056	0.84512	0.98832	0.48358	0.75062
ANKZF1	4	0.12385	1.3139	0.53953	0.9326	0.18889	0.634
CCDC113	4	-0.22886	-1.3492	0.59556	0.94531	0.17728	0.634
CASP6	4	0.049201	0.24562	0.72787	0.97419	0.80598	0.89919
C1orf112	4	-0.12895	-0.81756	0.81369	0.98582	0.41361	0.70929
TDRP	4	-0.2112	-0.67241	0.63221	0.95194	0.50132	0.75944
RIC8B	4	-0.30514	-1.847	0.45495	0.9044	0.064752	0.5465
ZNF534	4	-0.20727	-1.2417	0.64041	0.95412	0.21437	0.634
HACL1	4	0.16885	0.97049	0.43651	0.8993	0.3318	0.66055
SPANXB1	4	-0.20359	-0.89727	0.64792	0.95475	0.36957	0.67969
ESRP2	4	-0.042515	-0.25443	0.97012	0.99826	0.79916	0.89496
AEN	4	0.074041	0.57255	0.6611	0.95837	0.56695	0.78121
C9orf139	4	0.17987	1.5322	0.41234	0.89134	0.12548	0.634
ANKEF1	4	0.0032904	0.01631	0.85014	0.98873	0.98699	0.99366
HECW1	4	0.01947	0.12485	0.80698	0.98555	0.90064	0.95284
E2F1	4	-0.31112	-0.99867	0.44501	0.90077	0.31795	0.65409
PPOX	4	-1.2943	-2.7083	0.0052705	0.11241	0.0067638	0.17876
SLC25A42	4	-0.59917	-1.5725	0.14002	0.65856	0.11583	0.634
GRAMD2	4	0.049028	0.14695	0.72822	0.97419	0.88317	0.944
PPARA	4	0.11199	0.36498	0.56792	0.93746	0.71513	0.84623
TEX14	4	0.12247	0.74428	0.54311	0.93275	0.45671	0.73438
CACNG5	4	-0.072966	-0.22145	0.95301	0.99776	0.82474	0.91076
TRAF3	4	-0.20089	-0.90797	0.65329	0.95633	0.3639	0.67689
POMZP3	4	-0.58033	-1.41	0.15245	0.67414	0.15853	0.634
STAT1	4	0.1219	0.503	0.54425	0.93284	0.61497	0.79504
PPP4R2	4	0.098005	0.92863	0.60287	0.94749	0.35308	0.67176
U2AF2	4	-1.1927	-2.0144	0.0089996	0.15712	0.043966	0.4632
CTU1	4	-0.86507	-2.04	0.042611	0.39521	0.041346	0.45301
EOMES	4	-0.15687	-1.0072	0.7497	0.9778	0.31382	0.65243
DIDO1	4	-0.21608	-0.8341	0.62251	0.95125	0.40423	0.70181
CLEC18A	4	-0.35373	-1.0069	0.38047	0.87712	0.31396	0.65257
PPP1R1C	4	0.24885	1.1087	0.27884	0.81099	0.26757	0.63771
GSTA4	4	-0.16294	-1.2065	0.73662	0.97692	0.22762	0.634
STRN3	4	0.24943	1.1871	0.27784	0.80988	0.23519	0.634
TMEM218	4	0.25254	0.73	0.27232	0.80654	0.46539	0.73951
OR1S2	4	0.26979	1.411	0.24199	0.77977	0.15824	0.634
MCM2	4	-0.5821	-1.5493	0.15125	0.67306	0.1213	0.634
PSMD10	4	0.018885	0.09249	0.80847	0.98555	0.92631	0.96653
ACHE	4	-0.31807	-1.9884	0.43307	0.8984	0.046764	0.4764
USP50	4	-0.064931	-0.61095	0.97136	0.99826	0.54124	0.77382
CCDC185	4	0.11758	0.84664	0.55449	0.93549	0.39719	0.69691
NHSL2	4	-0.0068199	-0.072454	0.87843	0.99232	0.94224	0.97436
MAGED4B	4	0.11878	0.38919	0.55181	0.93455	0.69714	0.83667
ZNF77	4	-0.018131	-0.20131	0.9099	0.99393	0.84045	0.9188
SLC9C1	4	0.2579	1.4756	0.26288	0.79855	0.14006	0.634
MFSD2A	4	0.32896	1.0835	0.15961	0.6859	0.27859	0.63891
ARHGAP32	4	0.089195	0.70898	0.6247	0.95125	0.47834	0.74732
BAX	4	-0.39687	-1.1752	0.32205	0.84541	0.2399	0.6342
NCMAP	4	0.28958	1.1108	0.21226	0.74829	0.26665	0.63763
SLC25A13	4	0.47809	1.3349	0.046788	0.41334	0.18191	0.634
STAG3	4	-0.042661	-0.33445	0.97076	0.99826	0.73804	0.8594
CFAP53	4	0.54336	1.3973	0.024016	0.29009	0.16233	0.634
CALCB	4	0.026528	0.122	0.78784	0.98288	0.9029	0.95398
TNPO3	4	-0.78143	-2.421	0.063047	0.4758	0.015476	0.28329
PYDC2	4	0.28436	1.2462	0.21927	0.75488	0.21269	0.634
GPR89A	4	-1.2758	-2.3979	0.0058671	0.11907	0.016491	0.29208
MIR1-1HG	4	0.29802	1.5616	0.19963	0.73548	0.11838	0.634
TOP1	4	-1.5647	-3.0471	0.0014419	0.051601	0.002311	0.10073
PITPNC1	4	0.19891	1.028	0.37326	0.87464	0.30393	0.64667
MTRNR2L4	4	0.041751	0.17633	0.74826	0.9778	0.86004	0.93125
EGFR	4	-1.4513	-3.3324	0.002685	0.078374	0.00086103	0.057761
RNF166	4	-0.66899	-2.2767	0.10466	0.59864	0.022805	0.34254
CYP26A1	4	0.029191	0.18225	0.78127	0.98108	0.85539	0.92868
DTHD1	4	-0.28145	-1.7487	0.49533	0.92121	0.080342	0.59897
GNG4	4	0.016269	0.12119	0.81548	0.98582	0.90354	0.95446
CDC25B	4	-0.13696	-1.1502	0.7955	0.98325	0.25005	0.63489
SMG9	4	0.02733	0.55104	0.78615	0.98266	0.58161	0.78453
CD177	4	0.041438	0.17287	0.7493	0.9778	0.86275	0.93308
SNTA1	4	-0.040778	-0.26502	0.96559	0.99826	0.79099	0.88994
QRFP	4	-0.082912	-0.2528	0.92681	0.99393	0.80042	0.89548
GATC	4	-0.98724	-1.8525	0.023966	0.28984	0.063958	0.54505
UBL5	4	-1.2883	-3.1772	0.0053699	0.11273	0.0014872	0.078301
PDZD4	4	0.29104	1.2598	0.21092	0.74829	0.20774	0.634
IL1RN	4	-0.12903	-0.44284	0.81359	0.98582	0.65788	0.81424
CNGA4	4	-0.17688	-1.192	0.70431	0.96869	0.23327	0.634
NXPH1	4	0.14737	0.89892	0.48419	0.91755	0.3687	0.6792
LUZP6	4	-0.21631	-0.58918	0.62227	0.95125	0.55574	0.77875
LTB	4	-0.28217	-1.5104	0.49388	0.92079	0.13094	0.634
