Gene	sgRNA	Ctrl_3|beta	Ctrl_3|z	Ctrl_3|p-value	Ctrl_3|fdr	Ctrl_3|wald-p-value	Ctrl_3|wald-fdr
ADAMTS15	6	0.027182	0.66432	0.48493	0.75744	0.50649	0.663
ADAMTS16	6	0.17044	1.9211	0.032423	0.19032	0.054721	0.19355
ADAMTS17	6	0.077678	1.4871	0.24118	0.53535	0.13699	0.28687
ADAMTS18	6	0.071409	1.4579	0.27076	0.56862	0.14486	0.29527
ADAMTS19	6	0.16151	1.8326	0.042662	0.22355	0.06686	0.20491
ADAMTS2	6	0.090996	2.0161	0.1917	0.4842	0.04379	0.18733
ADAMTS20	6	0.052328	0.83229	0.34812	0.64017	0.40525	0.56948
ADAMTS3	6	0.037382	1.2802	0.43259	0.71509	0.20047	0.35944
ADAMTS4	6	-0.031312	-0.45106	0.80148	0.92061	0.65195	0.76449
ADAMTS5	6	0.16965	2.0041	0.032992	0.1911	0.045059	0.188
ADAMTS6	6	0.1173	1.8926	0.11576	0.37931	0.058411	0.19771
ADAMTS7	6	0.015341	0.22706	0.55319	0.80272	0.82038	0.88697
ADAMTS8	6	0.076635	1.3487	0.2463	0.54099	0.17745	0.3331
ADAMTS9	6	0.1358	1.5843	0.077361	0.30909	0.11313	0.25745
AEBP1	6	-0.11866	-2.2279	0.80688	0.9232	0.025885	0.14751
AFG3L2	6	-3.1871	-6.5441	0	0	5.9873e-11	7.9219e-09
ANPEP	6	-0.09144	-1.2858	0.91354	0.97392	0.19851	0.35789
ASPA	6	-0.0065101	-0.12746	0.67179	0.86152	0.89857	0.94085
BMP1	6	0.023319	0.35592	0.50739	0.77196	0.7219	0.81536
BRCC3	6	-0.13368	-2.2536	0.75114	0.90316	0.02422	0.14257
C9orf3	6	0.084252	1.7886	0.21786	0.50997	0.073679	0.21164
CAD	30	-0.72915	-6.8959	0	0	5.3528e-12	9.4101e-10
CNDP1	6	0.054185	1.6091	0.33732	0.62918	0.1076	0.25051
CNDP2	6	0.014687	0.56717	0.55688	0.80609	0.5706	0.69709
COPS5	6	-1.2264	-3.2264	0.00056883	0.0084388	0.0012534	0.01777
COPS6	6	-1.1698	-2.3405	0.0011377	0.015564	0.019258	0.12178
CPA1	6	0.062396	1.3686	0.30489	0.60213	0.17113	0.32577
CPA2	6	0.10997	1.7527	0.1351	0.40254	0.079662	0.2178
CPA3	6	0.137	1.4823	0.075939	0.3069	0.13826	0.28765
CPA4	6	0.1864	1.7577	0.020762	0.138	0.078797	0.21695
CPA5	6	0.11281	1.9002	0.12799	0.39267	0.057403	0.19652
CPA6	6	0.04236	1.1699	0.40813	0.69555	0.24203	0.40469
CPB1	6	0.080589	1.5545	0.22952	0.52031	0.12006	0.26583
CPB2	6	0.051752	0.87123	0.35296	0.64568	0.38363	0.54847
CPD	18	-0.16121	-2.7235	0.55518	0.80495	0.0064602	0.059306
CPE	6	0.13153	1.7925	0.086177	0.32935	0.073045	0.21113
CPM	6	0.12164	1.8296	0.10637	0.36667	0.067312	0.20491
CPN1	6	-0.027362	-0.4297	0.78641	0.91134	0.66741	0.77549
CPO	6	0.14646	1.631	0.059727	0.27097	0.10288	0.24451
CPQ	6	0.12999	1.6073	0.088453	0.33369	0.10799	0.25051
CPZ	6	-0.062306	-0.97167	0.9562	0.99233	0.33122	0.49981
CRMP1	6	0.0069402	0.09474	0.59727	0.82645	0.92452	0.95786
DNPEP	6	-0.29298	-1.2193	0.32622	0.61967	0.22273	0.38333
DPEP1	6	-0.068055	-1.7459	0.98066	0.99457	0.080825	0.21792
DPEP2	6	-0.29789	-2.1066	0.32053	0.61821	0.035149	0.17628
DPEP3	6	-0.0040911	-0.067055	0.65757	0.85598	0.94654	0.97138
DPP3	6	-0.13758	-1.5929	0.73862	0.89624	0.11118	0.25465
DPYSL3	6	0.16459	1.8814	0.039534	0.21221	0.059923	0.19967
DPYSL4	6	-0.0029865	-0.12871	0.65188	0.853	0.89759	0.94027
DPYSL5	6	0.0045175	0.10818	0.61348	0.83767	0.91385	0.95147
ECE1	6	-0.0023654	-0.058048	0.6496	0.853	0.95371	0.97563
ECEL1	6	0.1073	1.2941	0.1405	0.40928	0.19562	0.3549
EIF3F	4	-1.2319	-2.3176	0.0068259	0.06469	0.020471	0.12784
EIF3H	6	-1.9381	-3.1716	0	0	0.0015158	0.020819
ENPEP	6	0.023166	0.31444	0.50853	0.77336	0.75318	0.8415
ERAP1	6	0.052186	1.1881	0.34926	0.64159	0.23481	0.39807
FOLH1	7	0.05764	0.94627	0.30091	0.60202	0.34401	0.51221
FOLH1B	8	-0.024342	-0.38843	0.70165	0.87794	0.69769	0.79698
IDE	6	-0.079131	-1.124	0.969	0.99457	0.26101	0.42626
INPP5E	6	-0.16125	-2.1393	0.66041	0.85619	0.032408	0.16855
KEL	6	0.049258	0.97553	0.36576	0.65646	0.3293	0.49774
LAP3	6	-0.0018198	-0.034377	0.64619	0.853	0.97258	0.98604
LMLN	6	0.054887	1.0227	0.33561	0.62845	0.30643	0.47517
LNPEP	6	0.12507	1.7157	0.098692	0.35481	0.086218	0.22416
LTA4H	6	-0.0092846	-0.24091	0.68714	0.87032	0.80962	0.87879
MBTPS2	12	-2.5496	-5.3989	0	0	6.705e-08	4.0038e-06
MEP1A	6	0.057372	0.90977	0.32395	0.61884	0.36294	0.53127
MEP1B	6	0.088776	1.8297	0.20165	0.49374	0.067298	0.20491
METAP1	6	-0.6667	-2.7108	0.032992	0.1911	0.0067128	0.060831
METAP2	6	-1.8605	-4.6966	0	0	2.6446e-06	9.9985e-05
MIPEP	6	-0.87602	-2.8485	0.0099545	0.083933	0.0043926	0.045027
MME	6	0.089635	1.3672	0.19824	0.49225	0.17155	0.32639
MMEL1	6	-0.076764	-1.5236	0.97924	0.99457	0.1276	0.27474
MMP1	6	-0.067176	-0.8295	0.97639	0.99457	0.40682	0.57078
MMP10	6	0.037593	0.68781	0.43117	0.71442	0.49157	0.65025
MMP11	6	-0.12547	-1.5286	0.78129	0.9093	0.12637	0.27326
MMP12	6	0.083391	1.402	0.21985	0.51023	0.16091	0.31488
MMP13	6	-0.00066224	-0.029701	0.63766	0.84889	0.97631	0.98811
MMP14	6	0.018914	0.40043	0.5347	0.79125	0.68884	0.79149
MMP15	6	-0.086026	-1.9208	0.93487	0.98444	0.054751	0.19355
MMP16	6	0.18222	1.9087	0.022753	0.14679	0.056296	0.19533
MMP17	6	-0.22064	-1.7442	0.48606	0.75754	0.081123	0.21798
MMP19	6	-0.1302	-0.90433	0.76223	0.90316	0.36582	0.53215
MMP2	6	0.10301	1.6175	0.15614	0.43331	0.10576	0.24815
MMP20	6	-0.041325	-0.74167	0.8467	0.93971	0.45829	0.62286
MMP21	6	-0.0053768	-0.039739	0.66638	0.86108	0.9683	0.98364
MMP24	6	-0.14097	-2.141	0.72383	0.89204	0.032272	0.16855
MMP25	6	-0.51623	-2.5241	0.083333	0.32269	0.011601	0.08753
MMP26	6	-0.010596	-0.17165	0.6934	0.87509	0.86371	0.91885
MMP27	6	0.014044	0.28774	0.56086	0.80787	0.77355	0.8544
MMP3	6	0.18767	1.7595	0.020193	0.13628	0.078495	0.21663
MMP7	6	0.094416	1.8372	0.18231	0.47167	0.066184	0.2047
MMP8	6	-0.01695	-0.21266	0.7318	0.89402	0.83159	0.89566
MMP9	6	0.0084793	0.12857	0.59158	0.82483	0.8977	0.94027
MPND	6	-0.26339	-2.0843	0.38936	0.6794	0.037136	0.18002
NAALAD2	12	0.047337	1.3513	0.18743	0.47858	0.17659	0.33186
NAALADL1	12	-0.0055618	-0.092667	0.4599	0.73667	0.92617	0.95861
NAALADL2	12	0.094633	1.7351	0.058589	0.26858	0.082731	0.21972
NLN	6	-0.0038295	-0.12415	0.65529	0.85428	0.9012	0.9422
NPEPL1	6	0.11312	1.4723	0.12713	0.39142	0.14095	0.29067
NPEPPS	6	-0.61424	-2.4662	0.049488	0.24542	0.013656	0.097887
NRD1	6	-0.93849	-3.0748	0.0076792	0.070312	0.0021066	0.027132
OMA1	6	0.065236	0.98291	0.29608	0.59622	0.32565	0.49353
PA2G4	6	-0.42125	-2.6366	0.14818	0.41948	0.0083742	0.070073
PAPPA	6	0.19887	1.7086	0.014505	0.10897	0.087531	0.22644
PAPPA2	6	0.067328	1.8675	0.28868	0.58977	0.061834	0.20074
PEPD	6	-0.075736	-1.5338	0.98379	0.99457	0.12508	0.27113
PHEX	6	0.21523	1.9791	0.0088168	0.078283	0.0478	0.18884
PITRM1	6	-0.72051	-2.4428	0.022184	0.14471	0.014572	0.10146
PMPCB	6	-3.1657	-6.762	0	0	1.3607e-11	2.0801e-09
PRPF8	6	-2.8199	-5.7594	0	0	8.4435e-09	6.6799e-07
PSMD14	6	-2.1504	-5.4937	0	0	3.9356e-08	2.4276e-06
QPCT	6	-0.17099	-2.0061	0.63083	0.84527	0.044847	0.188
RCE1	6	-0.052266	-1.661	0.90387	0.9692	0.096721	0.236
RNPEP	6	-0.021495	-0.57905	0.75683	0.90316	0.56256	0.69038
RNPEPL1	6	-0.1355	-1.8474	0.74602	0.90045	0.064687	0.20426
SPG7	6	-0.068395	-1.4903	0.9818	0.99457	0.13616	0.28599
STAMBP	6	0.15873	1.6711	0.044937	0.22932	0.094694	0.23451
SUPT16H	6	-2.652	-5.8935	0	0	3.7817e-09	3.1658e-07
TFR2	6	-0.00091695	-0.013643	0.63936	0.84894	0.98911	0.99648
TFRC	6	-2.8573	-5.7486	0	0	9.0002e-09	6.8793e-07
THOP1	6	-0.28811	-2.5632	0.33618	0.62845	0.01037	0.080845
TLL1	6	-0.0066508	-0.08107	0.67235	0.86152	0.93539	0.9639
TLL2	6	-0.035644	-0.71385	0.82281	0.93151	0.47532	0.63644
UQCRC1	6	-0.83686	-2.4709	0.01223	0.096197	0.013477	0.096905
UQCRC2	6	-1.364	-3.9172	0	0	8.9577e-05	0.0019976
YME1L1	6	-0.55245	-2.4805	0.066837	0.28694	0.013121	0.09473
ADAM18	6	0.1342	2.0536	0.080774	0.31839	0.040017	0.18441
DPYS	6	0.13134	1.8048	0.086177	0.32935	0.071108	0.20919
DPYSL2	6	0.04253	1.0528	0.407	0.69466	0.29245	0.46027
MMP23B	6	-0.51501	-2.547	0.083618	0.32308	0.010867	0.083239
MMP28	6	0.012959	0.38105	0.56627	0.81133	0.70316	0.80229
XPNPEP1	6	-0.099498	-1.5474	0.876	0.95415	0.12177	0.26703
XPNPEP2	6	0.1427	1.6065	0.065984	0.28466	0.10815	0.25051
ZMPSTE24	6	0.075195	0.88711	0.2537	0.54988	0.37502	0.54084
AMFR	12	-0.064912	-1.2019	0.83362	0.9368	0.22941	0.39134
ANAPC11	22	-2.9343	-10.288	0	0	7.9493e-25	1.3975e-21
ANKIB1	9	0.0067985	0.16449	0.48379	0.75667	0.86935	0.92317
ARIH1	11	-2.454	-6.7933	0	0	1.096e-11	1.7515e-09
ARIH2	14	0.29892	2.8509	0	0	0.0043593	0.04488
BARD1	11	-1.7737	-5.6257	0	0	1.848e-08	1.2495e-06
BFAR	10	0.018418	0.62658	0.38168	0.67234	0.53094	0.67883
BIRC2	10	-0.097034	-1.091	0.9599	0.99265	0.27526	0.44074
BIRC3	8	0.14181	2.1397	0.040671	0.21766	0.032377	0.16855
BIRC7	9	0.071202	1.8043	0.17321	0.46101	0.07119	0.20919
BIRC8	9	0.13817	2.0116	0.026451	0.1646	0.044266	0.188
BMI1	7	0.032643	0.75131	0.42321	0.7079	0.45247	0.61804
BRAP	10	-1.3449	-4.8462	0	0	1.2583e-06	5.6721e-05
CBL	15	0.088353	1.4479	0.036689	0.20315	0.14765	0.29907
CBLB	13	0.083206	1.9541	0.0657	0.28466	0.050685	0.1906
CBLC	17	-0.042193	-0.7998	0.61803	0.83885	0.42383	0.5897
CGRRF1	6	-0.2101	-2.2996	0.51678	0.77925	0.021469	0.13197
CHFR	9	-0.13388	-1.3011	0.75228	0.90316	0.19324	0.35251
CNBP	4	-0.16759	-1.2157	0.62628	0.84207	0.22411	0.38532
CNOT4	10	0.097203	1.8764	0.081911	0.32071	0.060601	0.20007
COMMD3	6	-0.33042	-2.4919	0.26052	0.55684	0.012706	0.093198
CUL7	12	-0.045863	-0.66281	0.7116	0.88254	0.50745	0.66352
CUL9	19	0.013131	0.33417	0.22213	0.51382	0.73825	0.82903
CYHR1	11	-0.086877	-1.513	0.98493	0.99457	0.13027	0.2781
DCST1	13	-0.08966	-1.0311	0.98578	0.99457	0.30249	0.47195
DTX1	14	0.035833	0.63872	0.21189	0.50505	0.523	0.67358
DTX2	7	-0.069624	-0.29993	0.98663	0.99457	0.76423	0.84921
DTX3	12	-0.099288	-2.0268	0.95051	0.99022	0.04268	0.18643
DTX3L	12	0.033467	0.91985	0.24744	0.54099	0.35765	0.52615
DTX4	14	-0.09378	-1.7588	0.99858	0.99943	0.078603	0.21676
DZIP3	6	0.068139	1.3027	0.28584	0.58703	0.19268	0.35193
FANCL	10	-0.21956	-2.5232	0.41724	0.70225	0.011631	0.087565
IRF2BP1	10	-0.48096	-3.604	0.041524	0.21955	0.00031332	0.005891
IRF2BP2	7	-0.46937	-2.8515	0.093572	0.34271	0.0043513	0.04488
IRF2BPL	8	0.042838	0.89938	0.32793	0.62043	0.36845	0.5351
LNX1	12	-0.051379	-0.61447	0.74261	0.8988	0.53891	0.68029
LNX2	11	-0.039334	-2.0391	0.6971	0.87567	0.04144	0.18638
LONRF1	9	0.07342	1.5913	0.16553	0.44846	0.11154	0.25533
LONRF2	14	0.046869	0.49501	0.16268	0.44514	0.62059	0.73966
LONRF3	17	0.17202	3.3028	0	0	0.00095732	0.014262
LRSAM1	12	-0.13022	-1.3658	0.77474	0.90709	0.17201	0.32673
LTN1	6	-0.014609	-0.13879	0.71359	0.88314	0.88962	0.93616
MARCHF1	11	0.077923	1.3761	0.10836	0.37171	0.1688	0.32343
MARCHF10	7	0.094594	1.0339	0.1587	0.43833	0.30118	0.47064
MARCHF11	7	0.1805	1.9991	0.016496	0.1191	0.045593	0.188
MARCHF2	9	0.05311	1.4512	0.25569	0.55052	0.14672	0.29819
MARCHF3	9	0.10073	2.0243	0.085893	0.32935	0.042936	0.18647
MARCHF4	13	0.043528	1.1615	0.18203	0.47167	0.24545	0.409
MARCHF5	9	0.032127	0.7758	0.35666	0.64824	0.43787	0.6037
MARCHF6	13	-0.14642	-2.6275	0.67008	0.86152	0.0086015	0.070826
MARCHF7	5	-0.1274	-1.9879	0.77048	0.90572	0.046823	0.188
MARCHF8	10	0.0029118	0.066507	0.45677	0.7348	0.94697	0.97138
MARCHF9	8	-0.20547	-2.6255	0.49573	0.7628	0.0086514	0.071071
MDM2	9	-0.014342	-0.21603	0.60381	0.83027	0.82896	0.89406
MDM4	10	-0.081952	-1.704	0.95307	0.99142	0.088389	0.22701
MEX3A	12	-0.1635	-2.2473	0.60239	0.83027	0.024621	0.14309
MEX3B	11	0.040675	0.88306	0.2463	0.54099	0.3772	0.54265
MEX3C	9	0.17431	2.2013	0.0071104	0.066667	0.027712	0.15442
MEX3D	11	-0.030751	-0.58895	0.64619	0.853	0.55589	0.68546
MGRN1	11	-0.32693	-3.2938	0.15046	0.42277	0.00098843	0.014623
MIB1	19	0.010991	0.23914	0.23066	0.52255	0.811	0.87944
MIB2	19	-0.18948	-2.7619	0.39846	0.68845	0.0057463	0.054606
MID1	11	0.18441	2.3264	0.0019909	0.024911	0.019997	0.12533
MID2	13	0.20246	2.6783	0.00028441	0.0045045	0.0073993	0.064717
MKRN1	8	-0.12027	-1.7797	0.8194	0.92906	0.075131	0.21389
MKRN2	12	0.0382	0.93888	0.22582	0.51726	0.34779	0.5164
MKRN3	9	0.011095	0.17074	0.45705	0.7348	0.86443	0.91934
MNAT1	11	-1.5206	-4.6575	0	0	3.2015e-06	0.00011486
MUL1	11	-0.089601	-1.2522	0.99972	0.99972	0.21051	0.36952
MYCBP2	14	0.10935	2.7397	0.026451	0.1646	0.0061489	0.057386
MYLIP	10	-0.019734	-0.45926	0.59869	0.82679	0.64605	0.76069
NEURL1	11	-0.0082887	-0.15289	0.51308	0.77759	0.87849	0.92978
NEURL1B	11	-0.052044	-0.70611	0.77759	0.90803	0.48012	0.64089
NEURL3	8	-0.093443	-0.84009	0.94966	0.99021	0.40086	0.56467
NHLRC1	10	0.13569	1.7174	0.028157	0.17368	0.085909	0.22391
NSMCE2	5	-2.2146	-4.7195	0	0	2.3647e-06	9.0371e-05
PARK2	13	0.0054641	0.053429	0.38026	0.67151	0.95739	0.97808
PCGF1	11	-0.34195	-3.3294	0.13424	0.40136	0.00087029	0.013077
PCGF2	10	-0.21989	-2.8692	0.41638	0.70196	0.0041148	0.043353
PCGF3	7	0.11343	1.5203	0.1095	0.37379	0.12843	0.27567
PCGF5	6	-0.18052	-2.3325	0.60353	0.83027	0.019672	0.12373
PDZRN3	10	0.086551	1.4599	0.10893	0.37293	0.14433	0.29452
PDZRN4	9	0.14843	1.987	0.017065	0.12245	0.046919	0.188
PEX10	10	-0.36279	-2.983	0.12088	0.38496	0.0028543	0.034744
PEX12	9	-0.31449	-3.131	0.21445	0.50671	0.0017421	0.023378
PEX2	8	-0.091379	-1.2684	0.9599	0.99265	0.20465	0.36287
PJA1	6	0.18623	1.9246	0.020762	0.138	0.054276	0.19354
PJA2	9	0.060586	0.91952	0.22014	0.51054	0.35782	0.52618
PML	14	0.10951	2.1388	0.026451	0.1646	0.032455	0.16855
PPP1R11	4	-1.484	-3.0693	0.0025597	0.029508	0.0021457	0.027354
PRAM1	4	0.070644	1.3618	0.40444	0.69328	0.17327	0.3281
RAG1	12	0.17093	2.689	0.0017065	0.022305	0.0071674	0.063002
RAPSN	13	-0.021012	-0.49664	0.53555	0.79218	0.61944	0.73854
RBBP6	12	-1.959	-6.042	0	0	1.5221e-09	1.4465e-07
RBCK1	14	-0.095565	-2.0581	0.98805	0.99457	0.039577	0.18424
RBX1	8	-2.6402	-6.0652	0	0	1.3178e-09	1.3399e-07
RC3H1	11	0.15518	2.3157	0.0068259	0.06469	0.020574	0.12826
RC3H2	9	0.12329	2.2746	0.044369	0.22774	0.022928	0.13786
RCHY1	10	-0.11495	-2.4269	0.86718	0.94984	0.015228	0.10478
RFFL	9	-0.0027045	-0.05145	0.53925	0.79564	0.95897	0.97873
RFPL4B	10	0.034882	1.0367	0.30091	0.60202	0.29986	0.469
RFWD2	9	-0.31784	-2.9277	0.21018	0.50272	0.0034149	0.03911
RFWD3	13	-0.94345	-4.6835	0	0	2.82e-06	0.00010548
RING1	12	-0.25621	-2.4478	0.27076	0.56862	0.014375	0.10028
RLIM	4	0.14693	1.5622	0.1351	0.40254	0.11824	0.264
RNF10	12	0.11722	2.0981	0.027588	0.17108	0.035897	0.17719
RNF103	10	0.033464	0.98429	0.30774	0.60537	0.32497	0.49272
RNF11	6	-0.096053	-1.0926	0.89647	0.9648	0.27455	0.44039
RNF111	11	0.2786	2.6721	0	0	0.0075381	0.065604
RNF112	11	-0.044692	-1.3315	0.73066	0.89402	0.18301	0.33962
RNF113A	12	-1.1062	-4.4626	0	0	8.0968e-06	0.00025193
RNF113B	10	0.091483	0.9856	0.096985	0.3501	0.32433	0.49197
RNF114	10	-0.08353	-1.7966	0.96132	0.99383	0.072396	0.21068
RNF115	8	-0.021021	-0.57592	0.67719	0.86519	0.56467	0.69153
RNF121	10	0.014239	0.49904	0.39932	0.68854	0.61775	0.73727
RNF122	7	0.045642	0.93122	0.35779	0.64912	0.35174	0.51985
RNF123	10	-0.21617	-2.2568	0.42634	0.71003	0.024021	0.14171
RNF125	8	0.045503	1.139	0.31684	0.61344	0.25468	0.41962
RNF126	14	-0.12193	-2.4318	0.81058	0.92532	0.015022	0.10356
RNF128	11	0.12221	2.13	0.026451	0.1646	0.033173	0.17052
RNF130	13	0.13795	1.1824	0.0099545	0.083933	0.23704	0.40068
RNF133	11	0.11017	2.5351	0.042947	0.2247	0.011241	0.08592
RNF135	10	-0.087986	-0.86282	0.98919	0.99457	0.38823	0.55309
RNF139	11	-0.039235	-0.98734	0.69625	0.87554	0.32347	0.49129
RNF141	5	0.12965	1.4826	0.12827	0.39286	0.13817	0.28764
RNF145	9	0.01971	0.1875	0.41382	0.69952	0.85127	0.90892
RNF146	9	0.27443	2.191	0.00028441	0.0045045	0.02845	0.15686
RNF148	11	0.1418	1.8527	0.015074	0.11158	0.063921	0.20346
RNF149	10	-0.070115	-1.3603	0.88424	0.9575	0.17374	0.3283
RNF150	12	0.080932	1.1047	0.090159	0.33652	0.26928	0.4353
RNF151	8	-0.20008	-2.5137	0.51507	0.77826	0.011946	0.088989
RNF152	8	0.090403	1.9334	0.14334	0.41278	0.053189	0.19295
RNF157	7	-0.10475	-2.1431	0.86092	0.94776	0.032108	0.16855
RNF165	9	0.23738	2.4836	0.00056883	0.0084388	0.013005	0.094084
RNF166	10	-0.30774	-2.9163	0.19568	0.49073	0.0035419	0.040042
RNF167	11	-0.074466	-1.7624	0.91667	0.97519	0.077995	0.21616
RNF168	10	-0.37531	-3.096	0.10922	0.37318	0.0019616	0.025669
RNF170	10	0.020768	0.46279	0.37116	0.6621	0.64351	0.75901
RNF175	9	-0.018143	-0.28698	0.62969	0.84483	0.77413	0.8544
RNF180	8	0.064678	0.99031	0.23322	0.52598	0.32202	0.49014
RNF182	9	0.087026	1.9152	0.12457	0.38718	0.055464	0.19434
RNF183	9	-0.080285	-0.99689	0.98066	0.99457	0.31882	0.48659
RNF185	6	-0.084489	-1.2272	0.94312	0.9881	0.21973	0.3789
RNF186	11	0.036032	0.55514	0.2665	0.5631	0.5788	0.70319
RNF187	7	-0.35168	-1.6124	0.20478	0.49724	0.10688	0.25
RNF19A	13	0.062524	2.0846	0.11377	0.37807	0.037108	0.18002
RNF19B	16	0.046257	0.95479	0.12429	0.38718	0.33968	0.50823
RNF20	8	-1.1876	-3.8346	0.00028441	0.0045045	0.00012575	0.0025705
RNF207	9	-0.014785	-0.2379	0.60666	0.83294	0.81196	0.8795
RNF212	6	-0.14754	-1.5041	0.70705	0.87969	0.13256	0.28161
RNF212B	6	-0.088709	-1.2695	0.92406	0.98009	0.20428	0.36284
RNF213	11	-0.056474	-1.5904	0.8103	0.92532	0.11174	0.25562
RNF214	7	0.033761	0.79739	0.4178	0.70287	0.42522	0.59102
RNF215	11	-0.14923	-1.9294	0.67264	0.86157	0.053681	0.19295
RNF217	13	0.062597	1.6235	0.11377	0.37807	0.10447	0.24637
RNF219	6	0.06298	1.3228	0.30432	0.60202	0.18592	0.34422
RNF220	7	-0.26878	-2.3475	0.34556	0.63799	0.018899	0.12034
RNF222	9	-0.1301	-1.8717	0.77275	0.90657	0.061248	0.20046
RNF223	10	-0.17919	-2.0862	0.56399	0.8098	0.036959	0.18002
RNF224	8	0.018205	0.52727	0.45734	0.73492	0.59801	0.71933
RNF225	8	-0.089228	-0.76634	0.97014	0.99457	0.44347	0.60908
RNF24	7	-0.078401	-1.4007	0.97668	0.99457	0.16131	0.31544
RNF25	11	-0.10975	-1.8087	0.8814	0.95648	0.070495	0.20919
RNF26	10	0.057505	0.77636	0.19881	0.49225	0.43753	0.60352
RNF31	22	-0.15374	-2.5662	0.58931	0.82451	0.010282	0.080677
RNF32	13	0.13461	2.2225	0.011377	0.091743	0.026247	0.14874
RNF34	10	-0.1137	-1.2003	0.87258	0.9525	0.23003	0.39152
RNF38	10	0.036928	0.92085	0.28868	0.58977	0.35713	0.52583
RNF39	10	-0.14309	-1.5963	0.73009	0.89402	0.11043	0.25408
RNF40	12	-1.1258	-4.5957	0	0	4.3135e-06	0.00014869
RNF41	9	-0.17937	-2.9034	0.57736	0.81657	0.0036918	0.041014
RNF43	11	0.061054	1.1491	0.1587	0.43833	0.25053	0.41472
RNF44	7	0.13119	2.2216	0.071957	0.29835	0.026313	0.14874
RNF7	5	0.30888	1.6422	0.0011377	0.015564	0.10055	0.24098
RNF8	10	-0.66538	-3.6685	0.0065415	0.063014	0.00024402	0.0047402
RNFT2	10	0.1331	1.4839	0.029863	0.18041	0.13782	0.28747
RSPRY1	9	0.00062648	0.013218	0.51962	0.77977	0.98945	0.99654
SH3RF1	10	0.088571	1.3803	0.10381	0.36427	0.1675	0.322
SH3RF2	9	0.072357	1.1809	0.16866	0.45441	0.23765	0.40095
SH3RF3	12	0.011218	0.1889	0.3595	0.65072	0.85017	0.90847
SIAH1	8	-0.38435	-2.9577	0.13936	0.40928	0.0030994	0.036569
SIAH2	12	-0.043555	-0.88542	0.69511	0.87536	0.37593	0.54127
SYVN1	11	-0.89677	-4.6548	0	0	3.2422e-06	0.00011515
TMEM129	7	-0.1027	-1.2373	0.87002	0.95118	0.21599	0.37576
TOPORS	4	-0.047151	-0.85879	0.98948	0.99457	0.39046	0.55438
TRAF2	12	-0.51895	-3.9034	0.015074	0.11158	9.4851e-05	0.0020586
TRAF3	12	-0.40489	-3.4582	0.05347	0.25613	0.00054387	0.0091496
TRAF4	11	-0.068731	-1.4049	0.88424	0.9575	0.16004	0.31365
TRAF5	11	0.095162	1.6135	0.068259	0.28951	0.10663	0.24978
TRIM6-TRIM34	16	0.078898	1.9595	0.044653	0.2282	0.050054	0.19047
TRAIP	11	-1.7104	-4.9524	0	0	7.3301e-07	3.3911e-05
TRIM10	11	0.15082	2.2942	0.0085324	0.076531	0.021778	0.1334
TRIM11	10	0.061907	1.2593	0.18544	0.47557	0.20793	0.36645
TRIM13	9	0.11081	2.2697	0.064846	0.28288	0.023229	0.13894
TRIM15	12	-0.032372	-0.44424	0.63026	0.84483	0.65687	0.76755
TRIM17	10	0.038072	0.93837	0.28242	0.58481	0.34806	0.51658
TRIM2	12	0.15253	2.3135	0.0045506	0.047904	0.020696	0.12879
TRIM21	12	0.16764	2.5072	0.0025597	0.029508	0.012168	0.090256
TRIM22	10	0.012411	0.26994	0.40956	0.69632	0.78721	0.86225
TRIM23	10	-0.045837	-1.4157	0.74915	0.90236	0.15687	0.31021
TRIM25	14	-0.089029	-1.9958	0.96388	0.99386	0.045952	0.188
TRIM26	13	-0.13139	-2.452	0.7554	0.90316	0.014206	0.099588
TRIM27	12	0.057742	1.4325	0.15017	0.42277	0.15201	0.30489
TRIM3	13	-0.12546	-1.6107	0.79067	0.91327	0.10725	0.25009
TRIM31	10	0.16083	2.6513	0.010808	0.08776	0.0080181	0.068442
TRIM32	10	0.093264	1.7416	0.092435	0.34205	0.081578	0.21845
TRIM34	10	0.089804	2.4885	0.10097	0.36041	0.012829	0.093198
TRIM35	13	-0.025162	-0.43692	0.55973	0.80755	0.66217	0.77144
TRIM36	10	0.089529	1.6567	0.10154	0.36097	0.09757	0.23636
TRIM38	11	0.16428	2.4887	0.004835	0.050296	0.012822	0.093198
TRIM39	14	-0.058139	-1.6586	0.76394	0.90316	0.097203	0.23629
TRIM4	11	0.03651	0.69843	0.26422	0.56065	0.48491	0.64475
TRIM40	8	0.11061	1.6584	0.087884	0.33226	0.097245	0.23629
TRIM41	11	-0.010987	-0.37511	0.52702	0.78484	0.70758	0.80513
TRIM46	12	-0.098043	-1.8405	0.95876	0.99265	0.065693	0.20427
TRIM47	11	-0.14959	-1.3622	0.67036	0.86152	0.17314	0.3281
TRIM5	11	0.0054954	0.077392	0.43345	0.71583	0.93831	0.9655
TRIM50	8	0.12827	1.9054	0.056883	0.2635	0.056723	0.19624
TRIM52	9	-0.032711	-0.55902	0.70904	0.88092	0.57615	0.70071
TRIM54	11	-0.11275	-1.4582	0.86377	0.94906	0.14477	0.29526
TRIM55	10	0.11906	1.8447	0.044369	0.22774	0.065081	0.20426
TRIM56	12	0.042585	0.85566	0.2062	0.49828	0.39219	0.55567
TRIM58	11	0.11291	2.2892	0.039534	0.21221	0.022067	0.13423
TRIM59	8	0.054071	1.4753	0.27958	0.58028	0.14012	0.28947
